date time	attacker id	att name	att power	att team	defender id	def name	def power	team	points	attacker pets	defender pets	comment	A flag/totem	D flag/totem	A flag desc/Totem skills	D flag desc/Totem skills	replay
09/02 21:19	61869357	orion	1104896	Сил(234) Эде(218) Вер(201) Ава(218) Анг(234)	61991077	3ve	924578	Сиг(211) Нов(180) Маи(176) Гип(191) Тен(167)	20				Д6-130	В6-130	"ТП3 ЗС2  "	"ЛП3 ПД3  "	https://www.hero-wars.com?replay_id=1770661169359566313	
09/02 21:18	61869357	orion	1104896	Сил(234) Эде(218) Вер(201) Ава(218) Анг(234)	61883387	FEDOR	1107098	Сиг(210) Нов(208) Маи(197) Сол(272) Гип(220)	20				Д6-130	В6-130	"ТП3 ЗС2  "	"ШГ4 ПД5  "	https://www.hero-wars.com?replay_id=1770661134544372578	
09/02 21:12	47915780	ultra-violence	852154	Гип(171) Ияр(170) Сол(200) Нов(157) Сиг(155)	47866200	Алый Стервь	1088586	Мол(221) Ара(221) Эде(186) Тен(243) Игн(217)	6				В2-115 С1-76	О6-124	"ШГ2 ТК3 ЛП3 ПД3"	"ПВ5 ПР3  "	https://www.hero-wars.com?replay_id=1770660776617072544	
09/02 20:50	61869426	Fireburst	900964	Тен(237) Гип(169) Эде(160) Ара(162) Бру(173)	47866200	Алый Стервь	1088586	Мол(221) Ара(221) Эде(186) Тен(243) Игн(217)	14				Т3-94	О6-124	"ЛП1 ТК3  "	"ПВ5 ПР3  "	https://www.hero-wars.com?replay_id=1770659417131101382	
09/02 20:11	61869451	Treason	1040817	Игн(178) Ияр(203) Ара(190) Сол(256) Мол(214)	62044999	Пунь Пунь	1032580	Сиг(166) Нов(203) Сол(232) Гип(200) Тен(232)	20				О6-130 С6-130	В5-116	"ЛП3 ЗС4 ЛП3 ЗС3"	"ГС2 ПР1  "	https://www.hero-wars.com?replay_id=1770657088837563488	
09/02 20:10	61869451	Treason	1040817	Игн(178) Ияр(203) Ара(190) Сол(256) Мол(214)	61882212	Оди	1255845	Нов(208) Кер(231) Сол(294) Ияр(231) Тен(293)	20				О6-130 С6-130	Т6-130 С6-130	"ЛП3 ЗС4 ЛП3 ЗС3"	"ГН5 ТК3 ЛП4 ЗС5"	https://www.hero-wars.com?replay_id=1770657059799354210	
09/02 19:31	62045140	RidersofStorm	692478	Игн(91) Тен(195) Гип(155) Ара(131) Мол(121)	61882168	Тема	1096888	Бру(242) Мор(170) Кер(229) Эде(159) Тен(296)	1				О3-86	Т6-130	"ШГ1 ПД1  "	"ЛП2 ПД4  "	https://www.hero-wars.com?replay_id=1770654710890609495	
09/02 18:57	61869336	Elfies	846894	Тен(236) Ияр(122) Сол(152) Бру(163) Сиг(173)	61882142	B.i.G	1018765	Аше(195) Сол(239) Ара(202) Ияр(212) Гип(171)	13				С1-51 Т1-50	О6-130 С3-120	"ПВ2 ПР1 ЛП1 ПД1"	"ГС3 ПД2 ГН2 ЗС3"	https://www.hero-wars.com?replay_id=1770652663520369869	
09/02 18:55	61869336	Elfies	915089	Тен(236) Гип(199) Маи(144) Бру(163) Сиг(173)	61882142	B.i.G	1018765	Аше(195) Сол(239) Ара(202) Ияр(212) Гип(171)	7				В3-100 Т1-50	О6-130 С3-120	"ШГ2 ЗС1 ЛП1 ПД1"	"ГС3 ПД2 ГН2 ЗС3"	https://www.hero-wars.com?replay_id=1770652540289865232	
09/02 18:37	61869290	Azore	1060795	Тен(280) Гип(182) Эде(183) Ара(174) Бру(242)	61882168	Тема	1096888	Бру(242) Мор(170) Кер(229) Эде(159) Тен(296)	19				Т5-126	Т6-130	"ГС2 ПР3  "	"ЛП2 ПД4  "	https://www.hero-wars.com?replay_id=1770651428937621353	
