date time,attacker id,att name,att power,att team,defender id,def name,def power,team,points,attacker pets,defender pets,comment,A flag/totem,D flag/totem,A flag desc/Totem skills,D flag desc/Totem skills,replay
10/08 19:54,62155801,Dobraia Feя,1271946,Тен(305) Сол(272) Кер(244) Умб(206) Мор(244),57795697,Spectral,1122600,Сиг(245) Аше(211) Тид(211) Ара(228) Гип(228),35,,,,Т6-114,В6-130 О6-130,ГН3 ЭЭ3  ,ШГ6 ПД6 ПВ6 ПР6,https://www.hero-wars.com?replay_id=1786380851143901321
10/08 15:05,62084554,VIKTOR,1048992,Эде(216) Вер(197) Тид(206) Ава(191) Сиг(240),57847826,Team Rocky W,1195054,Мол(215) Мор(251) Аше(208) Тен(312) Игн(209),35,,,,Д6-130 В6-130,О6-130 Т6-130,ГС5 ЭЭ5 ШГ4 ПД5,ПВ5 ПР5 ПГ3 ЗС5,https://www.hero-wars.com?replay_id=1786363533802573779
10/08 14:46,62156837,Бесенок Ната,1245837,Игн(217) Ияр(254) Ара(221) Сол(317) Мол(238),39340684,RICK B,1282448,Бру(272) Мол(242) Ара(225) Тен(318) Игн(225),35,,,,О6-130 С6-130,О6-130 Т6-130,ПВ3 ПР5 ЛП4 ЗС6,ПВ5 ПР5 ГА5 ТК5,https://www.hero-wars.com?replay_id=1786362410984187387
10/08 14:46,62156837,Бесенок Ната,915676,Люм(212) Тен(203) Умб(144) Мор(153) Риг(203),20858817,LOKI,1158563,Мол(242) Вул(242) Аше(208) Ара(225) Игн(242),35,,,,С6-130 Т4-67,О6-130,ЛП4 ЗС6 ГН1 ,ПВ5 ПР5  ,https://www.hero-wars.com?replay_id=1786362361673457534
10/08 14:45,61958839,Бальдр,1158590,Гип(225) Маи(242) Тид(208) Нов(242) Сиг(242),57799068,Hercule,1314081,Мол(244) Кер(276) Ара(227) Тен(323) Игн(244),35,,,,В6-130,О6-130 Т6-130,ШГ5 ПД5  ,ПВ6 ПР5 ГН6 ТК6,https://www.hero-wars.com?replay_id=1786362303860790985
10/08 14:41,61958839,Бальдр,1186456,Сил(244) Эде(227) Вер(227) Ава(244) Анг(244),57847858,Mithrandir,1114852,Ава(215) Вер(166) Сол(288) Эде(218) Люм(227),35,,,,Д6-130,С6-128 Д6-127,ШГ6 ЭЭ5  ,ЛП4 ЗС4 ГС5 ЭЭ5,https://www.hero-wars.com?replay_id=1786362118897166387
10/08 11:11,61883387,FEDOR,922745,Гип(220) Ара(166) Тид(206) Аше(118) Нов(213),20858817,LOKI,1282482,Ава(242) Вер(225) Сол(318) Эде(225) Ияр(272),35,,,,В6-130 О3-110,Д6-130 С6-130,ШГ4 ПД5 ПВ4 ПР1,ГС5 ЭЭ5 ЛП5 ЗС5,https://www.hero-wars.com?replay_id=1786349465465159828
10/08 10:43,62160428,Joker,1133180,Тен(318) Ара(214) Умб(203) Аше(191) Мол(207),57847826,Team Rocky W,1265352,Ава(242) Вер(208) Сол(318) Ияр(255) Сил(242),35,,,,Т6-130 О6-110,Д6-130 С6-130,ГН5 ТК5 ПВ5 ПР5,ГС5 ЭЭ5 ЛП5 ТК5,https://www.hero-wars.com?replay_id=1786347789556427230
10/08 09:49,61882137,G_G,1056992,Люм(215) Ара(210) Сол(211) Аше(206) Мол(214),39340684,RICK B,1214289,Ава(225) Вер(208) Сол(318) Эде(225) Люм(238),35,,,,О6-130 С6-130,Д6-130 С6-130,ПВ5 ПР6 ЛП6 ТК5,ЗП5 ЭЭ5 ВС5 ЗС5,https://www.hero-wars.com?replay_id=1786344571374831290
10/08 09:08,61882137,G_G,982024,Гип(199) Эде(217) Вер(184) Тид(179) Ава(202),57803346,Northman,1282880,Риг(276) Ава(245) Вер(211) Сол(323) Эде(228),35,,,,Д6-130 В6-130,Д6-130 С6-130,ГС5 ЭЭ5 ШГ4 ПД5,ГП6 ЭЭ6 ПГ6 ТК6,https://www.hero-wars.com?replay_id=1786342095525123175
