date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
15/02 18:19	160	7	61882246	Nergal	651976	Аль(182) Пол(88) Кас(82) Кир(82) Чер(118) Эле(101)	903376	Хор(8545) Акс(6676) Аль(11064) Фен(6987) Мер(11064)		https://www.hero-wars.com?replay_id=1771168782653010237	
15/02 18:19	160	7	61882246	Nergal	964594	Аль(182) Фаф(146) Фла(166) Айз(170) Дан(145) Гус(156)	1362076	Мар(4773) Мер(11064) Оли(6676) Фен(6987) Хор(8545)		https://www.hero-wars.com?replay_id=1771168772384569129	
15/02 18:18	160	7	61882246	Nergal	1096525	Аль(182) Баб(182) Эйд(183) Неб(185) Джу(177) Крв(187)	9293673	Оли(6676) Мер(11064) Каи(5153) Век(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1771168737522225509	
15/02 18:18	160	7	61882246	Nergal	1156971	Аль(182) ЛаК(197) Себ(188) Ясм(202) Исм(203) Лир(185)	849850	Век(11064) Оли(6676) Аль(11064) Фен(6987) Бис(4773)		https://www.hero-wars.com?replay_id=1771168726666401233	
15/02 18:05	160	7	61882250	Kamul27rus	531752	Аль(172) Фла(80) Кас(87) Мор(67) Аст(62) Эле(64)	1141603	Хор(6916) Мер(9890) Оли(8108) Бис(5237) Акс(6341)		https://www.hero-wars.com?replay_id=1771167944028097016	
15/02 18:05	160	7	61882250	Kamul27rus	818822	Аль(172) Эйд(145) Джу(153) Дан(141) Гус(103) Цин(104)	3535516	Мер(9890) Аль(10154) Каи(8108) Оли(8108) Фен(6484)		https://www.hero-wars.com?replay_id=1771167934874479594	
15/02 18:05	160	7	61882250	Kamul27rus	1042339	Аль(172) Тея(183) Айз(177) Чер(154) Лир(187) Гал(169)	4889199	Мер(9890) Акс(6341) Фен(6484) Оли(8108) Аль(10154)		https://www.hero-wars.com?replay_id=1771167924044083334	
15/02 18:05	160	7	61882250	Kamul27rus	1149885	Аль(172) ЛаК(200) Себ(191) Ясм(199) Исм(199) Крв(189)	614411	Век(6966) Фен(6484) Аль(10154) Оли(8108) Бис(5237)		https://www.hero-wars.com?replay_id=1771167913897710191	
15/02 18:01	160	7	61882250	Kamul27rus	927054	Мер(152) Баб(158) Дор(55) Авг(172) Ори(196) Неб(194)	20727376	Оли(8108) Акс(6341) Аль(10154) Мер(9890) Каи(8108)		https://www.hero-wars.com?replay_id=1771167699369076723	
15/02 13:31	160	7	61882246	Nergal	702030	Мер(182) Дор(52) Авг(180) Ори(200) Эль(48) Авр(40)	11756924	Акс(6676) Аль(11064) Мер(11064) Век(11064) Оли(6676)		https://www.hero-wars.com?replay_id=1771151478167078234	
