date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
14/06 20:27	160	24	62044999	Пунь Пунь	866817	Аль(182) Пол(95) Бир(85) Сел(195) Сат(116) Аст(194)	264028	Мар(5417) Мер(6731) Хор(10833) Акс(7532) Оли(10464)		https://www.hero-wars.com?replay_id=1781458036155342096	
14/06 20:26	160	24	62044999	Пунь Пунь	1022836	Аль(182) Ада(128) Джу(170) Ясм(201) Лир(186) Кей(156)	2442959	Век(11064) Аль(11064) Фен(10154) Оли(10464) Бис(5197)		https://www.hero-wars.com?replay_id=1781457973692927803	
14/06 20:21	160	24	62072200	Пух	1184006	Аль(182) ЛаК(218) Цин(206) Три(203) Лир(187) Гал(188)	15772657	Мар(11064) Каи(11064) Фен(11064) Бис(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1781457671942477823	
14/06 20:19	160	24	62072200	Пух	975232	Акс(173) Фаф(54) Ада(187) Хай(201) Неб(188) Ара(172)	373412	Оли(11064) Каи(11064) Акс(9428)  ###  Мар(11064)		https://www.hero-wars.com?replay_id=1781457596211798726	
14/06 20:17	160	24	62044999	Пунь Пунь	1122728	Аль(182) Эйд(189) Фла(173) Хай(205) Ами(196) Эле(177)	16862765	Хор(10833) Бис(5197) Аль(11064) Акс(7532) Оли(10464)		https://www.hero-wars.com?replay_id=1781457421157140060	
14/06 20:16	160	24	62072200	Пух	693614	Мер(177) Дор(102) Авг(193) Ори(202) Аст(3) Лют(16)	19859989	Акс(9428) Аль(11064) Мер(11064)  ###  Фен(11064)		https://www.hero-wars.com?replay_id=1781457408442667216	
14/06 20:14	160	24	62072200	Пух	1078715	Аль(182) Эйд(184) Бир(163) Сел(194) Мор(177) Крв(178)	29641359	Хор(11064) Бис(11064) Мер(11064) Акс(9428) Аль(11064)		https://www.hero-wars.com?replay_id=1781457285413376492	
14/06 20:11	160	24	62072200	Пух	1103256	Аль(182) Баб(192) Крн(186) Себ(203) Джу(182) Айз(159)	4172054	Акс(9428) Бис(11064) Аль(11064)  ###  Оли(11064)		https://www.hero-wars.com?replay_id=1781457094581982122	
14/06 19:54	160	24	62044999	Пунь Пунь	731190	Акс(124) Дор(81) Авг(177) Ори(198) Муш(79) Крв(71)	34064647	Акс(7532) Аль(11064) Хор(10833) Оли(10464) Бис(5197)		https://www.hero-wars.com?replay_id=1781456044544616767	
14/06 19:49	160	24	62084549	Тихая	894582	Аль(155) Фаф(86) Крн(74) Исм(201) Лир(185) Аст(193)	225956	Мар(4623) Бис(4623) Фен(8518) Оли(8574) Акс(9428)		https://www.hero-wars.com?replay_id=1781455780568950145	
14/06 19:48	160	24	62084549	Тихая	875626	Аль(155) Дже(89) Ада(125) Джу(120) Кир(195) Гал(191)	2314258	Акс(9428) Каи(5417) Век(8518) Фен(8518) Оли(8574)		https://www.hero-wars.com?replay_id=1781455726502140851	
