date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
22/02 15:46	160	8	61882246	Nergal	589217	Оли(110) Фаф(148) Пол(89) Кас(86) Кир(82) Гал(75)	32672	Оли(6676) Хор(8919) Мер(11064) Аль(11064) Фен(6987)		https://www.hero-wars.com?replay_id=1771764362563142881	
22/02 15:45	160	8	61882246	Nergal	978909	Аль(182) Фла(166) Дан(145) Ясм(202) Лир(188) Эле(98)	2954855	Мер(11064) Каи(5153) Аль(11064) Фен(6987) Оли(6676)		https://www.hero-wars.com?replay_id=1771764338108492984	
22/02 15:45	160	8	61882246	Nergal	1013599	Оли(110) Эйд(183) Джу(177) Гус(157) Исм(203) Крв(184)	2118205	Мер(11064) Век(11064) Хор(8919) Фен(6987) Оли(6676)		https://www.hero-wars.com?replay_id=1771764301001448489	
22/02 15:43	160	8	61882246	Nergal	608668	Дор(52) Авг(181) Ори(200) Сел(58) Чер(118)	19238278	Акс(6676) Аль(11064) Мер(11064) Хор(8919) Фен(6987)		https://www.hero-wars.com?replay_id=1771764232613742510	
22/02 15:41	160	8	61882246	Nergal	1109315	Аль(182) Баб(182) ЛаК(197) Себ(193) Неб(185) Айз(170)	135283146	Акс(6676) Век(11064) Аль(11064) Каи(5153) Оли(6676)		https://www.hero-wars.com?replay_id=1771764119154940992	
22/02 15:08	160	8	61882250	Kamul27rus	510471	Аль(172) Пол(62) Фла(84) Мор(67) Аст(62) Эле(64)	3454684	Хор(6916) Мер(9945) Оли(8108) Бис(5267) Акс(6418)		https://www.hero-wars.com?replay_id=1771762117221730928	
22/02 15:08	160	8	61882250	Kamul27rus	752682	Аль(172) Эйд(146) Кас(87) Дан(141) Гус(103) Цин(104)	325135	Аль(10154) Мер(9945) Каи(8108) Оли(8108) Фен(6484)		https://www.hero-wars.com?replay_id=1771762106643217517	
22/02 15:08	160	8	61882250	Kamul27rus	1002194	Аль(172) Тея(184) Авг(172) Джу(153) Чер(154) Гал(167)	1228751	Мер(9945) Аль(10154) Век(7624) Фен(6484) Оли(8108)		https://www.hero-wars.com?replay_id=1771762094590951075	
22/02 15:08	160	8	61882250	Kamul27rus	1142571	Аль(172) Ори(197) Ясм(199) Исм(200) Лир(185) Крв(189)	1205609	Мер(9945) Аль(10154) Оли(8108) Фен(6484) Бис(5267)		https://www.hero-wars.com?replay_id=1771762083913059209	
22/02 15:05	160	8	61882250	Kamul27rus	1095893	Аль(172) Баб(156) ЛаК(201) Себ(195) Неб(194) Айз(179)	196898162	Акс(6418) Век(7624) Аль(10154) Каи(8108) Оли(8108)		https://www.hero-wars.com?replay_id=1771761937569321467	
22/02 13:25	160	8	62072200	Пух	1106096	Аль(182) Баб(173) Крн(186) Себ(203) Неб(203) Айз(159)	874234814	Акс(9428) Бис(11064) Аль(11064) Каи(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1771755906060019730	
22/02 09:24	160	8	61882140	ПасТырЪ	1140765	Акс(182) Фаф(176) Кир(189) Исм(203) Три(191) Гал(199)	393920	Мар(9804) Век(11064) Оли(11064) Фен(7804) Аль(11064)		https://www.hero-wars.com?replay_id=1771741477522740633	
