date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
22/03 17:00	160	12	62072200	Пух	1131036	Аль(182) ЛаК(214) Гус(157) Цин(204) Лир(186) Гал(188)	10696784	Век(5683)  ###  Каи(11064) Фен(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1774188044460628775	
22/03 16:59	160	12	62072200	Пух	995312	Аль(182) Фол(86) Фла(171) Кас(177) Неб(203) Эле(176)	4913667	Акс(9428) Хор(11064) Мер(6327) Каи(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1774187963323912081	
22/03 16:57	160	12	62072200	Пух	1086746	Аль(182) Эйд(183) Хай(203) Сел(187) Мор(162) Крв(169)	8421766	Хор(11064) Каи(11064) Мер(6327) Акс(9428) Аль(11064)		https://www.hero-wars.com?replay_id=1774187838381751024	
22/03 16:55	160	12	62082395	Винни	579482	Акс(182) Гел(97) Фаф(76) Кас(93) Йор(60) Гал(71)	28623	Акс(11064) Оли(8518) Хор(8518)  ###  Фен(9428)		https://www.hero-wars.com?replay_id=1774187758026129075	
22/03 16:55	160	12	62082395	Винни	799253	Акс(182) Айр(97) Эйд(118) Джу(140) Ами(142) Гус(120)	1331720	Оли(8518) Аль(8518) Фен(9428) Акс(11064) Хор(8518)		https://www.hero-wars.com?replay_id=1774187736702400095	
22/03 16:55	160	12	62082395	Винни	975877	Акс(182) Дор(159) Авг(165) Фла(138) Ясм(160) Эле(172)	1478504	Мер(5683) Хор(8518) Бис(4773) Фен(9428) Акс(11064)		https://www.hero-wars.com?replay_id=1774187719579991050	
22/03 16:55	160	12	62082395	Винни	1137353	Акс(182) Ори(182) Дан(194) Исм(202) Лир(185) Аст(194)	396671	Хор(8518) Каи(6894) Фен(9428) Оли(8518) Акс(11064)		https://www.hero-wars.com?replay_id=1774187702946935268	
22/03 16:53	160	12	62072200	Пух	839305	Аль(182) Фаф(51) Дор(65) Авг(186) Ори(200) Ара(156)	11343252	Оли(11064) Акс(9428) Аль(11064) Хор(11064) Мар(11064)		https://www.hero-wars.com?replay_id=1774187639945866658	
22/03 16:45	160	12	62072200	Пух	1083572	Аль(182) Баб(174) Крн(186) Себ(203) Джу(180) Айз(159)	486270690	Акс(9428) Бис(11064) Аль(11064)  ###  Оли(11064)		https://www.hero-wars.com?replay_id=1774187109098973434	
22/03 16:35	160	12	62084542	bLanx	1144807	Аль(182) Джу(198) Кир(199) Гус(180) Лир(189) Аст(196)	2740096	Аль(11064) Век(11064) Фен(11064) Бис(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1774186542034652955	
22/03 16:35	160	12	62084542	bLanx	1032489	Аль(182) Тея(135) Эйд(191) Хай(208) Сел(162) Крв(154)	5436558	Мер(11064) Хор(11064) Каи(11064) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1774186509077572583	
22/03 16:33	160	12	62084542	bLanx	1018640	Мер(182) Дор(196) Авг(190) Ори(204) Ара(184) Аль(63)	29000821	Мер(11064) Аль(11064) Хор(11064) Мар(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1774186437321242667	
22/03 16:33	160	12	62084542	bLanx	1037326	Акс(182) Крн(142) Цин(202) Чер(122) Три(187) Авр(201)	1903148	Акс(11064) Каи(11064) Фен(11064)  ###  Оли(11064)		https://www.hero-wars.com?replay_id=1774186387779514413	
22/03 16:32	160	12	62084542	bLanx	1184135	Аль(182) Баб(183) ЛаК(223) Себ(200) Неб(202) Айз(194)	302660717	 ###  Век(11064) Аль(11064) Каи(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1774186320980812899	
