date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
31/05 20:43	160	22	62084537	Фартовый	892473	Акс(182) Ада(81) Фла(182) Джу(69) Лир(181) Гал(198)	3625601	Каи(10154) Бис(10154) Век(11064) Оли(11064) Фен(8382)		https://www.hero-wars.com?replay_id=1780249386815752847	
31/05 20:41	160	22	62084537	Фартовый	1070300	Аль(182) Эйд(190) Хай(207) Бир(151) Сел(199) Крв(141)	4740733	Хор(11064) Каи(10154) Мер(11064) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1780249286135335300	
31/05 20:38	160	22	62084537	Фартовый	950625	Акс(182) Крн(104) Цин(90) Чер(184) Три(190) Авр(200)	1741618	Акс(11064) Каи(10154) Фен(8382)  ###  Оли(11064)		https://www.hero-wars.com?replay_id=1780249125530926266	
31/05 20:35	160	22	62084537	Фартовый	964964	Мер(162) Дор(179) Авг(192) Ори(204) Мод(34) Ами(193)	47055934	Мер(11064) Аль(11064) Хор(11064) Акс(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1780248922752206068	
31/05 20:33	160	22	62084537	Фартовый	1119362	Аль(182) Баб(162) ЛаК(218) Себ(194) Неб(195) Айз(168)	112484982	 ###  Век(11064) Аль(11064) Каи(10154) Оли(11064)		https://www.hero-wars.com?replay_id=1780248805238039164	
31/05 20:29	160	22	62084540	SVAROG	1165253	Аль(182) Джу(197) Кир(199) Ясм(204) Аст(196) Руф(187)	2401279	Век(11064) Фен(11064) Каи(11064) Оли(11064) Акс(11064)		https://www.hero-wars.com?replay_id=1780248587374568794	
31/05 20:27	160	22	62084540	SVAROG	1157854	Аль(182) Эйд(189) Хай(211) Бир(178) Сел(202) Крв(196)	11887669	Хор(11064) Каи(11064) Мер(11064) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1780248442442606913	
31/05 20:23	160	22	62044999	Пунь Пунь	1046280	Акс(124) Баб(153) ЛаК(207) Себ(200) Неб(203) Айз(160)	81417836	Акс(7532) Век(11064) Аль(11064) Каи(11064) Оли(10380)		https://www.hero-wars.com?replay_id=1780248239506897696	
31/05 20:22	160	22	62072200	Пух	1088188	Аль(182) Джу(194) Чер(197) Ясм(206) Лир(187) Руф(122)	4830985	Аль(11064) Бис(11064) Каи(11064) Фен(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1780248142844740514	
31/05 20:21	160	22	62072200	Пух	1160073	Аль(182) ЛаК(215) Гус(167) Цин(206) Три(203) Гал(188)	1664361	Век(5683) Хор(11064) Каи(11064) Фен(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1780248092768224128	
