date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
29/03 22:32	160	13	62072200	Пух	1182570	Аль(182) ЛаК(214) Джу(193) Цин(204) Ясм(202) Гал(188)	7115092	Век(5683) Аль(11064) Каи(11064) Фен(11064) Бис(11064)		https://www.hero-wars.com?replay_id=1774812754627688958	
29/03 22:30	160	13	62072200	Пух	1097049	Аль(182) Фла(172) Хай(201) Сел(191) Ара(156) Авр(194)	11187148	Хор(11064) Аль(11064) Бис(11064) Мар(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1774812643989805621	
29/03 22:29	160	13	62072200	Пух	1011892	Аль(182) Баб(175) Дор(66) Авг(186) Ори(200) Неб(204)	20155757	Оли(11064) Акс(9428) Аль(11064) Мар(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1774812546002162487	
29/03 22:26	160	13	62072200	Пух	862212	Аль(182) Эйд(183) Мор(162) Муш(43) Руф(120) Крв(172)	3278399	Хор(11064) Акс(9428) Оли(11064) Бис(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1774812366711928794	
29/03 22:23	160	13	62072200	Пух	1125779	Аль(182) Крн(186) Себ(203) Айз(157) Чер(196) Три(202)	17198857	Бис(11064) Аль(11064) Акс(9428) Оли(11064) Фен(11064)		https://www.hero-wars.com?replay_id=1774812236718233796	
29/03 20:50	160	13	62084549	Тихая	425441	Мер(80) Хай(53) Сел(50) Кри(91) Ара(48) Эле(103)	2685718	Аль(8518) Мер(4698) Хор(9439) Мар(4577) Оли(8108)		https://www.hero-wars.com?replay_id=1774806647343502297	
29/03 20:50	160	13	62084549	Тихая	800184	Аль(145) Дже(72) Джу(104) Кир(197) Три(89) Аст(193)	2853882	Оли(8108) Аль(8518) Век(8518) Фен(4963) Акс(9428)		https://www.hero-wars.com?replay_id=1774806613011016222	
29/03 20:49	160	13	62084549	Тихая	881944	Аль(145) Айр(184) Фла(136) Бир(81) Айз(159) Гал(176)	3747922	Аль(8518) Хор(9439) Акс(9428) Оли(8108) Фен(4963)		https://www.hero-wars.com?replay_id=1774806574117228916	
29/03 20:48	160	13	62084549	Тихая	1107530	Акс(155) Эйд(182) ЛаК(199) Себ(193) Исм(194) Лир(185)	758407	Хор(9439) Век(8518) Аль(8518) Фен(4963) Оли(8108)		https://www.hero-wars.com?replay_id=1774806498094971104	
29/03 20:29	160	13	62044999	Пунь Пунь	1139758	Аль(182) ЛаК(200) Ори(183) Ами(188) Сел(196) Аст(191)	4344621	Фен(10154) Мар(4806) Акс(6294) Хор(9456) Оли(10114)		https://www.hero-wars.com?replay_id=1774805399075788882	
