date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
03/05 19:44	160	18	62072200	Пух	1130449	Аль(182) Фла(183) Кас(185) Хай(201) Неб(204) Эле(175)	12009716	Хор(11064) Бис(11064) Аль(11064) Каи(11064) Акс(9428)		https://www.hero-wars.com?replay_id=1777826656269926754	
03/05 19:41	160	18	61882204	Лапочка	922088	Аль(182) Фаф(160) Дан(197) Исм(96) Эле(105) Авр(181)	267534	Оли(8518) Каи(11064) Фен(8518) Мер(5766) Акс(8700)		https://www.hero-wars.com?replay_id=1777826499694366705	
03/05 19:41	160	18	62072200	Пух	1107804	Аль(182) Гус(154) Ясм(206) Три(203) Лир(175) Гал(188)	24021786	 ###  Каи(11064) Фен(11064)  ###  Аль(11064)		https://www.hero-wars.com?replay_id=1777826487904496950	
03/05 19:41	160	18	61882204	Лапочка	935818	Аль(182) Дже(123) Фла(159) Ясм(202) Лир(189) Гал(80)	10111212	Каи(11064) Акс(8700) Аль(11064) Фен(8518) Оли(8518)		https://www.hero-wars.com?replay_id=1777826474305681853	
03/05 19:39	160	18	61882204	Лапочка	633277	Акс(164) Эйд(177) Бир(78) Гус(78) Муш(67) Крв(70)	774389	Мер(5766) Хор(6894) Фен(8518) Акс(8700) Аль(11064)		https://www.hero-wars.com?replay_id=1777826392024587100	
03/05 19:37	160	18	61882204	Лапочка	682640	Акс(164) Дор(83) Авг(117) Ори(150) Эль(89) Аст(79)	26390	Мер(5766) Аль(11064) Хор(6894) Каи(11064) Акс(8700)		https://www.hero-wars.com?replay_id=1777826248306072011	
03/05 19:16	160	18	62072200	Пух	1058743	Аль(182) Эйд(184) Бир(158) Сел(191) Мор(168) Крв(175)	26577586	Хор(11064) Бис(11064) Мер(9018) Акс(9428) Аль(11064)		https://www.hero-wars.com?replay_id=1777824986935792521	
03/05 19:11	160	18	62072200	Пух	643357	Аль(182) Дор(69) Авг(186) Ори(200) Аст(3) Лют(3)	1379946	Акс(9428) Аль(11064) Хор(11064)  ###   ### 		https://www.hero-wars.com?replay_id=1777824712889630056	
03/05 19:08	160	18	62072200	Пух	1101852	Аль(182) Баб(191) Крн(186) Себ(203) Джу(181) Айз(159)	401973007	Акс(9428) Бис(11064) Аль(11064)  ###  Оли(11064)		https://www.hero-wars.com?replay_id=1777824529603979797	
03/05 19:05	160	18	61882250	Kamul27rus	799168	Аль(182) Фаф(154) Кас(85) Бир(69) Гус(103) Исм(206)	251880	Мар(4043) Хор(7028) Мер(11064) Акс(7580) Оли(9018)		https://www.hero-wars.com?replay_id=1777824354502137397	
03/05 19:04	160	18	61882250	Kamul27rus	1053780	Аль(182) Эйд(170) Цин(116) Ясм(203) Гал(190) Крв(193)	4374102	Мер(11064) Каи(9018) Аль(11064) Фен(6922) Оли(9018)		https://www.hero-wars.com?replay_id=1777824243077887321	
03/05 19:02	160	18	62084540	SVAROG	1135565	Аль(182) Джу(195) Гус(176) Лир(191) Гал(199) Аст(193)	21626706	Аль(11064) Фен(11064) Бис(11064) Оли(11064) Акс(11064)		https://www.hero-wars.com?replay_id=1777824125785750894	
03/05 19:00	160	18	62084540	SVAROG	1175677	Мер(182) Дор(192) Авг(193) Ори(207) Ами(199) Ара(202)	43406431	Мер(11064) Аль(11064) Хор(11064) Оли(11064) Мар(11064)		https://www.hero-wars.com?replay_id=1777824058174731760	
03/05 18:57	160	18	62084540	SVAROG	1145695	Аль(182) Баб(163) ЛаК(224) Себ(200) Неб(202) Айз(175)	413882393	 ###  Век(11064) Аль(11064) Каи(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1777823842211584777	
03/05 18:56	160	18	62084540	SVAROG	1168298	Аль(182) Тея(192) Эйд(188) Хай(211) Сел(202) Крв(193)	27258939	Мер(11064) Хор(11064) Каи(11064) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1777823797956621535	
03/05 18:55	160	18	62084540	SVAROG	1166938	Акс(182) Крн(189) Цин(204) Чер(204) Три(189) Авр(199)	21452074	Акс(11064) Каи(11064) Фен(11064)  ###  Оли(11064)		https://www.hero-wars.com?replay_id=1777823751036381702	
03/05 18:43	160	18	61882250	Kamul27rus	1011259	Аль(182) Тея(188) Фла(165) Джу(157) Чер(172) Эле(148)	10451470	Акс(7580) Мер(11064) Аль(11064) Фен(6922) Оли(9018)		https://www.hero-wars.com?replay_id=1777823036865828934	
03/05 18:40	160	18	62084537	Фартовый	992077	Аль(182) Джу(61) Гус(176) Лир(179) Гал(200) Аст(195)	13811026	Аль(11064) Фен(8108) Бис(8518) Оли(11064) Акс(11064)		https://www.hero-wars.com?replay_id=1777822829009610678	
03/05 18:39	160	18	62084537	Фартовый	1005968	Аль(182) Тея(95) Эйд(190) Хай(207) Сел(199) Крв(133)	3683753	Мер(11064) Хор(11064) Каи(10154) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1777822760857286972	
03/05 18:38	160	18	62084537	Фартовый	1126992	Мер(162) Дор(175) Авг(190) Ори(204) Ами(193) Ара(202)	49345443	Мер(11064) Аль(11064) Хор(11064) Оли(11064) Мар(8108)		https://www.hero-wars.com?replay_id=1777822716753344878	
03/05 18:37	160	18	62084537	Фартовый	947302	Акс(182) Крн(108) Цин(94) Чер(184) Три(179) Авр(200)	597046	Акс(11064) Каи(10154) Фен(8108)  ###  Оли(11064)		https://www.hero-wars.com?replay_id=1777822636156025050	
03/05 18:34	160	18	62084537	Фартовый	1119362	Аль(182) Баб(162) ЛаК(218) Себ(194) Неб(195) Айз(168)	371262602	 ###  Век(11064) Аль(11064) Каи(10154) Оли(11064)		https://www.hero-wars.com?replay_id=1777822441969699403	
03/05 18:31	160	18	62084542	bLanx	1146866	Аль(182) Джу(198) Гус(180) Лир(189) Гал(201) Аст(196)	25373052	Аль(11064) Фен(11064) Бис(11064) Оли(11064) Акс(11064)		https://www.hero-wars.com?replay_id=1777822264592082917	
03/05 18:29	160	18	62084542	bLanx	1040790	Мер(182) Тея(141) Фол(136) Фла(183) Кас(189) Кри(210)	716512	Мар(11064) Хор(11064) Бис(11064) Мер(11064) Акс(11064)		https://www.hero-wars.com?replay_id=1777822165753015682	
03/05 18:27	160	18	62084542	bLanx	1136944	Мер(182) Дор(196) Авг(190) Ори(204) Ами(171) Ара(193)	51285244	Мер(11064) Аль(11064) Хор(11064) Оли(11064) Мар(11064)		https://www.hero-wars.com?replay_id=1777822021289527508	
03/05 18:24	160	18	62084542	bLanx	1048868	Акс(182) Крн(145) Цин(202) Чер(131) Три(187) Авр(201)	14495703	Акс(11064) Каи(11064) Фен(11064)  ###  Оли(11064)		https://www.hero-wars.com?replay_id=1777821844987843589	
03/05 18:23	160	18	62084542	bLanx	1184135	Аль(182) Баб(183) ЛаК(223) Себ(200) Неб(202) Айз(194)	360956852	 ###  Век(11064) Аль(11064) Каи(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1777821791955921121	
03/05 16:47	160	18	61882154	Виларт	1081724	Акс(182) Без(154) Йор(155) К'А(205) Исм(200) Аст(185)	64617	Хор(10154)  ###  Век(9498) Оли(6066) Акс(11064)		https://www.hero-wars.com?replay_id=1777816033927251389	
03/05 16:46	160	18	61882154	Виларт	854823	Акс(182) Фаф(129) Тея(40) Дже(145) Джу(176) Лир(183)	2184598	Мар(4773) Мер(5956) Акс(11064) Век(9498) Оли(6066)		https://www.hero-wars.com?replay_id=1777815975613357149	
03/05 16:44	160	18	61882154	Виларт	930546	Акс(182) Эйд(154) Лар(146) Фла(147) Бир(110) Сат(192)	2803236	Аль(7868) Хор(10154) Бис(7422) Мер(5956) Акс(11064)		https://www.hero-wars.com?replay_id=1777815882700938914	
03/05 16:42	160	18	61882154	Виларт	867613	Акс(182) Дор(86) Авг(185) Ори(194) Сел(57) Кри(163)	34471247	Мер(5956) Аль(7868) Хор(10154) Акс(11064) Бис(7422)		https://www.hero-wars.com?replay_id=1777815766213140297	
03/05 14:18	160	18	61882250	Kamul27rus	968939	Мер(182) Дор(46) Авг(181) Ори(200) Дан(169) Лир(191)	53613380	 ###  Аль(11064) Мер(11064) Каи(9018) Оли(9018)		https://www.hero-wars.com?replay_id=1777807125943268932	
03/05 14:07	160	18	61882250	Kamul27rus	1129088	Аль(182) Баб(173) ЛаК(201) Себ(197) Неб(196) Айз(181)	665665652	Акс(7580) Век(7624) Аль(11064) Каи(9018) Оли(9018)		https://www.hero-wars.com?replay_id=1777806467593949789	
03/05 11:40	160	18	62138500	Diablo	1110647	Аль(182) Дже(187) ЛаК(221) Ясм(199) Гал(205) Руф(117)	23449323	Каи(11064) Век(11064) Аль(11064) Оли(11064) Бис(11064)		https://www.hero-wars.com?replay_id=1777797617237798916	
03/05 11:34	160	18	62138500	Diablo	1082059	Аль(182) Баб(136) Крн(183) Себ(201) Неб(205) Айз(175)	765498053	 ###  Акс(11064) Аль(11064) Каи(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1777797278309172577	
03/05 11:21	160	18	62138500	Diablo	1087077	Аль(182) Эйд(194) Бир(178) Гус(174) Муш(159) Крв(199)	41427312	Хор(11064) Мер(11064) Фен(11064) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1777796500978873269	
03/05 11:05	160	18	62138500	Diablo	1068185	Мер(182) Дор(122) Авг(192) Ори(206) Мод(163) Кри(203)	58603451	Акс(11064) Аль(11064) Мер(11064) Хор(11064) Бис(11064)		https://www.hero-wars.com?replay_id=1777795544344092307	
