date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
08/03 20:37	160	11	62072200	Пух	1147177	Аль(182) ЛаК(214) Гус(157) Цин(204) Три(202) Гал(188)	16184613	Век(5683)  ###  Каи(11064) Фен(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1772991468901311917	
08/03 20:33	160	11	62072200	Пух	941398	Аль(182) Фол(83) Фла(166) Кас(181) Ара(156) Эле(174)	5698179	Мер(5683) Хор(9694) Бис(11064) Мар(11064) Акс(9428)		https://www.hero-wars.com?replay_id=1772991225738404769	
08/03 20:26	160	11	62072200	Пух	1083304	Аль(182) Эйд(182) Хай(203) Сел(186) Мор(161) Крв(168)	16694365	Хор(9694) Каи(11064) Мер(5683) Акс(9428) Аль(11064)		https://www.hero-wars.com?replay_id=1772990813626670520	
08/03 20:23	160	11	62072200	Пух	662476	Аль(182) Дор(64) Авг(186) Ори(198) Тес(16) Чаб(16)	33318229	Акс(9428) Аль(11064) Хор(9694) Оли(11064) Фен(11064)		https://www.hero-wars.com?replay_id=1772990631329654820	
08/03 20:17	160	11	62072200	Пух	1096379	Аль(182) Баб(174) Крн(186) Себ(203) Джу(193) Айз(159)	520626376	Акс(9428) Бис(11064) Аль(11064) Фен(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1772990255287736987	
08/03 09:27	160	10	61882168	Тема	682969	Аль(153) Фаф(126) Эйд(113) Джу(135) Ара(84) К'А(71)	1859493	Оли(7458) Хор(9428) Аль(9428) Акс(9428) Фен(3973)		https://www.hero-wars.com?replay_id=1772951250715237996	
08/03 09:26	160	10	61882168	Тема	991869	Аль(153) Дор(157) Фла(137) Дан(193) Ясм(181) Авр(170)	5162977	Мер(3973) Хор(9428) Каи(9428) Аль(9428) Акс(9428)		https://www.hero-wars.com?replay_id=1772951217561950938	
08/03 09:26	160	10	61882168	Тема	961005	Аль(153) Сел(80) Мор(183) Кир(179) Лир(174) Крв(192)	800757	Хор(9428) Акс(9428) Фен(3973) Оли(7458) Аль(9428)		https://www.hero-wars.com?replay_id=1772951189601820509	
08/03 09:25	160	10	61882168	Тема	963130	Аль(153) Баб(150) ЛаК(176) Себ(168) Неб(193) Айз(122)	24035713	Акс(9428) Фен(3973) Аль(9428) Каи(9428) Оли(7458)		https://www.hero-wars.com?replay_id=1772951120802883486	
08/03 08:53	160	10	61882163	Орел	664589	Акс(126) Фоб(63) Хай(124) Сел(65) Дан(184) К'А(101)	22379	Аль(6244) Акс(7150) Хор(8518) Каи(5076) Фен(4576)		https://www.hero-wars.com?replay_id=1772949186648046618	
08/03 08:49	160	10	61882163	Орел	616530	Акс(126) Фаф(67) Фла(74) Джу(82) Исм(117) Лир(150)	3001011	Мар(3223) Хор(8518) Аль(6244) Оли(5445) Фен(4576)		https://www.hero-wars.com?replay_id=1772948998584742518	
08/03 08:48	160	10	61882163	Орел	613743	Акс(126) Тея(51) Эйд(121) Мор(98) Кир(80) Крв(137)	742833	Мер(5067) Хор(8518) Акс(7150) Фен(4576) Оли(5445)		https://www.hero-wars.com?replay_id=1772948937434477338	
08/03 08:44	160	10	61882163	Орел	830522	Акс(126) Баб(107) ЛаК(135) Себ(142) Неб(178) Айз(142)	19869040	Акс(7150) Век(3223) Аль(6244) Каи(5076) Оли(5445)		https://www.hero-wars.com?replay_id=1772948670596578523	
08/03 02:13	160	10	61882267	ZOV	1037844	Аль(172) Баб(112) ЛаК(175) Себ(196) Неб(196) Айз(188)	49818052	Акс(9468) Век(5683) Аль(10154) Каи(8518) Оли(6894)		https://www.hero-wars.com?replay_id=1772925234319375876	
08/03 02:13	160	10	61882267	ZOV	1010158	Мер(182) Лар(165) Кас(177) Йор(103) Кри(201) Эле(183)	184666	Хор(11064) Мер(11064) Акс(9468) Бис(8518) Оли(6894)		https://www.hero-wars.com?replay_id=1772925190062700609	
08/03 02:10	160	10	61882267	ZOV	1077639	Аль(172) Дор(195) Эйд(190) Хай(179) Сел(184) Гал(158)	9744670	Мер(11064) Хор(11064) Каи(8518) Акс(9468) Аль(10154)		https://www.hero-wars.com?replay_id=1772925056619806450	
