date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
21/06 12:53	160	25	61882154	Виларт	632367	Акс(182) Эйд(153) Бир(118) Мор(44) Муш(82) Крв(52)	1103871	Мер(6894) Хор(10154) Оли(6132) Акс(11064) Аль(9428)		https://www.hero-wars.com?replay_id=1782035614592796505	
21/06 12:50	160	25	61882154	Виларт	978497	Акс(182) Баб(133) Дор(88) Авг(186) Ори(201) Неб(189)	19829227	 ###  Мер(6894) Аль(9428) Хор(10154) Каи(4773)		https://www.hero-wars.com?replay_id=1782035457166835659	
21/06 06:35	160	25	61882177	Rom	974225	Аль(155) Гел(145) Ада(133) Айз(158) Дан(203) Лир(180)	465246	Хор(9428) Век(8518) Акс(7804) Каи(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1782012914812748158	
21/06 06:34	160	25	61882177	Rom	1026806	Аль(155) Фаф(115) ЛаК(218) Себ(193) Джу(182) Сел(164)	756712	Мар(6894) Век(8518) Аль(9428) Фен(6894) Акс(7804)		https://www.hero-wars.com?replay_id=1782012847830641213	
21/06 06:31	160	25	61882177	Rom	827796	Мер(153) Лар(106) Фла(139) Хай(70) Ами(161) Кри(200)	1888849	Мар(6894) Хор(9428) Каи(11064) Оли(11064) Мер(9292)		https://www.hero-wars.com?replay_id=1782012673310029020	
20/06 23:51	160	25	62138549	YaElf	1072168	Аль(182) Крн(165) Себ(198) Айз(185) Чер(160) Лир(182)	15677810	Акс(6922) Аль(11064) Оли(11064) Фен(7021) Бис(6085)		https://www.hero-wars.com?replay_id=1781988680103341926	
20/06 23:38	160	25	62138549	YaElf	1041749	Мер(119) Баб(180) Дор(158) Авг(188) Ори(199) Неб(198)	51082605	 ###  Мер(6894) Аль(11064) Мар(5799) Каи(8669)		https://www.hero-wars.com?replay_id=1781987928135009107	
20/06 23:35	160	25	62138549	YaElf	1078801	Аль(182) Эйд(188) Бир(159) Мор(164) Муш(192) Крв(194)	62153611	Хор(9428) Мер(6894) Оли(11064) Акс(6922) Аль(11064)		https://www.hero-wars.com?replay_id=1781987701637582758	
20/06 22:16	160	25	62082395	Винни	625180	Акс(182) Эйд(130) Бир(93) Мор(60) Муш(87) Крв(73)	27533314	Хор(11064) Мер(7804) Оли(10154) Акс(11064) Аль(9104)		https://www.hero-wars.com?replay_id=1781983013091727223	
20/06 22:12	160	25	62082395	Винни	1075410	Акс(182) Баб(135) Дор(189) Авг(181) Ори(203) Неб(186)	38207178	Оли(10154) Мер(7804) Аль(9104) Акс(11064) Каи(6894)		https://www.hero-wars.com?replay_id=1781982779856508254	
20/06 22:12	160	25	62092872	MEDVED	1062807	Аль(182) Тея(160) ЛаК(216) Фла(174) Йор(162) Эле(169)	1379258	Мар(10308) Век(11064) Бис(11064) Акс(11064) Мер(5876)		https://www.hero-wars.com?replay_id=1781982774675496100	
20/06 22:11	160	25	62092872	MEDVED	983663	Акс(168) Ада(136) Джу(172) Ясм(151) Лир(181) Гал(177)	1547554	Каи(11064) Век(11064) Аль(11064) Бис(11064) Фен(7151)		https://www.hero-wars.com?replay_id=1781982716942157590	
20/06 22:10	160	25	62092872	MEDVED	651510	Аль(182) Эйд(176) Бир(92) Мор(71) Муш(65) Крв(66)	1009459	Хор(11064) Мер(5876) Оли(11064) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1781982658243333838	
20/06 22:09	160	25	62092872	MEDVED	959448	Мер(100) Баб(146) Дор(132) Авг(186) Ори(189) Неб(205)	31557508	 ###  Акс(11064) Аль(11064) Мер(5876) Каи(11064)		https://www.hero-wars.com?replay_id=1781982547657945956	
20/06 22:06	160	25	62092872	MEDVED	1074657	Аль(182) Крн(193) Себ(203) Айз(185) Чер(152) Три(160)	26952717	Бис(11064) Аль(11064) Акс(11064) Оли(11064) Фен(7151)		https://www.hero-wars.com?replay_id=1781982398405426408	
20/06 19:36	160	25	62138500	Diablo	1150672	Аль(182) Крн(190) Себ(201) Айз(175) Чер(202) Три(200)	270813223	Бис(11064) Аль(11064) Акс(11064) Оли(11064) Фен(11064)		https://www.hero-wars.com?replay_id=1781973367650332752	
20/06 19:31	160	25	62138500	Diablo	1145215	Аль(182) Эйд(194) Бир(181) Мор(190) Муш(199) Крв(199)	66874817	Хор(11064) Мер(11064) Оли(11064) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1781973089916295287	
20/06 19:27	160	25	62138500	Diablo	1045301	Мер(182) Баб(136) Дор(122) Авг(194) Ори(206) Неб(205)	52238899	 ###  Акс(11064) Аль(11064) Мер(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1781972878422712705	
20/06 19:09	160	25	61882137	G_G	1096610	Акс(175) Пол(179) Джу(193) Кей(178) Юли(189) Руф(183)	4471061	Хор(9817) Аль(11064) Бис(8518) Акс(9804) Оли(9428)		https://www.hero-wars.com?replay_id=1781971799616081400	
20/06 19:08	160	25	61882137	G_G	1091691	Акс(175) Фаф(168) ЛаК(215) Себ(202) Айз(168) Гус(164)	3191250	Оли(9428) Фен(9439) Аль(11064) Акс(9804) Хор(9817)		https://www.hero-wars.com?replay_id=1781971724710627412	
20/06 19:08	160	25	61882137	G_G	1159253	Аль(182) Фла(182) Кас(191) Хай(205) Ами(201) Кри(198)	5230043	Бис(8518) Мер(7804) Аль(11064) Акс(9804) Хор(9817)		https://www.hero-wars.com?replay_id=1781971690516440910	
20/06 19:00	160	25	61882137	G_G	1092054	Аль(182) Баб(145) Дор(174) Авг(188) Ори(201) Неб(202)	30889169	 ###  Акс(9804) Аль(11064) Мер(7804) Каи(9456)		https://www.hero-wars.com?replay_id=1781971254925100389	
20/06 10:10	160	25	61882177	Rom	850992	Акс(128) Баб(116) Дор(46) Авг(173) Ори(187) Неб(200)	44400474	Оли(11064) Акс(7804) Аль(9428) Мер(9018) Каи(11064)		https://www.hero-wars.com?replay_id=1781939405880923402	
20/06 08:44	160	25	62084554	VIKTOR	1127801	Аль(182) ЛаК(213) Йор(159) Себ(179) Дан(198) Исм(197)	820537	Мар(8332) Акс(9428) Аль(11064) Каи(9428) Фен(8518)		https://www.hero-wars.com?replay_id=1781934253584460994	
20/06 08:43	160	25	62084554	VIKTOR	1025348	Аль(182) Фла(187) Кри(156) Чер(138) Три(171) Эле(191)	2850269	Хор(11064) Мер(8518) Фен(8518)  ###  Акс(9428)		https://www.hero-wars.com?replay_id=1781934220234791584	
20/06 08:41	160	25	62084554	VIKTOR	920643	Акс(155) Ада(139) Джу(173) Ясм(65) Лир(187) Гал(201)	1991250	Каи(9428) Век(7422) Аль(11064) Бис(8518) Фен(8518)		https://www.hero-wars.com?replay_id=1781934103179635151	
20/06 08:40	160	25	62084554	VIKTOR	1090701	Мер(145) Баб(159) Дор(195) Авг(194) Ори(200) Неб(198)	16639290	Оли(8518) Акс(9428) Аль(11064) Мар(8332) Каи(9428)		https://www.hero-wars.com?replay_id=1781934031660703125	
20/06 06:33	160	25	61883387	FEDOR	1028071	Аль(156) Фаф(141) Джу(145) Дан(200) Исм(201) Лир(185)	3682537	Мар(9428) Аль(9692) Каи(11064) Фен(9428) Оли(9428)		https://www.hero-wars.com?replay_id=1781926381528225896	
20/06 06:29	160	25	61883387	FEDOR	932107	Акс(168) Фла(162) Кас(145) Йор(158) Ами(144) Кри(156)	3174486	Бис(9428) Мер(10378) Акс(11064) Оли(9428) Хор(11064)		https://www.hero-wars.com?replay_id=1781926184687449228	
20/06 06:26	160	25	61883387	FEDOR	949587	Аль(156) Тея(77) ЛаК(209) Ада(143) Себ(188) Айз(176)	7696774	Акс(11064) Век(5417) Каи(11064) Аль(9692) Оли(9428)		https://www.hero-wars.com?replay_id=1781925970099516132	
20/06 06:22	160	25	61883387	FEDOR	710269	Аль(156) Эйд(178) Бир(140) Гус(100) Муш(67) Крв(68)	7794673	Хор(11064) Мер(10378) Оли(9428) Акс(11064) Аль(9692)		https://www.hero-wars.com?replay_id=1781925743946163627	
20/06 06:16	160	25	61883387	FEDOR	1084123	Мер(160) Баб(149) Дор(178) Авг(191) Ори(204) Неб(202)	54000800	Оли(9428) Акс(11064) Аль(9692) Мер(10378) Каи(11064)		https://www.hero-wars.com?replay_id=1781925382161351772	
20/06 05:59	160	25	61991077	3ve	1043138	Мер(155) Баб(164) Дор(143) Авг(194) Ори(195) Неб(191)	47146025	Оли(9428) Акс(9428) Аль(11064) Мар(9428) Каи(6074)		https://www.hero-wars.com?replay_id=1781924375506322348	
20/06 01:04	160	25	61882204	Лапочка	912364	Аль(182) Баб(155) Дор(76) Авг(133) Ори(181) Неб(186)	2156763	 ###   ###  Аль(11064) Мер(5766) Каи(11064)		https://www.hero-wars.com?replay_id=1781906644387326978	
20/06 00:57	150	25	61882204	Лапочка	954735	Акс(172) ЛаК(215) Ада(99) Ясм(202) Лир(186) Гал(81)	6994269	Век(5766) Каи(11064) Аль(11064) Бис(5766) Фен(8518)		https://www.hero-wars.com?replay_id=1781906247551944318	
20/06 00:46	150	25	61882204	Лапочка	650235	Аль(182) Эйд(183) Бир(77) Мор(58) Муш(84) Крв(66)	25688860	Хор(8382) Мер(5766) Оли(8518) Акс(10154) Аль(11064)		https://www.hero-wars.com?replay_id=1781905609753245464	
19/06 18:46	150	25	61882233	2 718	840428	Мер(128) Баб(126) Дор(76) Авг(172) Ори(191) Сат(148)	32827191	Оли(8518)  ###  Аль(8518) Мер(7818) Акс(7846)		https://www.hero-wars.com?replay_id=1781883991934645103	
19/06 18:43	150	25	61882233	2 718	956232	Аль(145) ЛаК(195) Ада(116) Себ(182) Неб(158) Айз(160)	3984451	Фен(8574) Каи(6030) Аль(8518)  ###  Оли(8518)		https://www.hero-wars.com?replay_id=1781883830403451801	
19/06 17:42	150	25	61882168	Тема	906022	Аль(155) ЛаК(192) Джу(137) Ясм(192) Лир(171) Гал(58)	1215542	Мар(7868) Век(3973) Каи(9428) Бис(4623) Фен(3973)		https://www.hero-wars.com?replay_id=1781880174978972279	
19/06 14:46	150	25	62138549	YaElf	910207	Аль(182) Джу(198) Сел(128) Гус(149) Гал(107) Руф(147)	7206200	Аль(11064) Мер(6894) Хор(9428) Фен(7021) Оли(11064)		https://www.hero-wars.com?replay_id=1781869593116660517	
19/06 14:35	150	25	62138549	YaElf	1103975	Аль(182) ЛаК(222) Фла(166) Кас(184) Эле(184) Тес(166)	3416977	Век(10154) Мер(6894) Хор(9428) Оли(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1781868913204015354	
19/06 13:26	150	25	62138500	Diablo	1114323	Аль(182) Тея(113) Хай(207) Ами(202) Кри(204) Сат(206)	38876842	Мар(11064) Аль(11064) Акс(11064) Бис(11064) Мер(11064)		https://www.hero-wars.com?replay_id=1781864782282173446	
19/06 13:22	150	25	62138500	Diablo	1160894	Акс(182) Ада(186) Джу(196) Ясм(200) Лир(191) Гал(205)	37446792	Каи(11064) Век(11064) Аль(11064) Бис(11064) Фен(11064)		https://www.hero-wars.com?replay_id=1781864553010220053	
19/06 11:24	150	25	61882142	B.i.G	932709	Аль(182) Фаф(124) ЛаК(197) Ада(152) Джу(196) Гус(82)	14804832	Мар(5989) Фен(9461) Каи(7804) Аль(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1781857451568424079	
19/06 11:22	150	25	61882142	B.i.G	918704	Акс(156) Лар(169) Фла(151) Сел(170) Кри(177) Эле(95)	4945490	Бис(8108) Мер(6894) Хор(9428) Акс(9692) Оли(11064)		https://www.hero-wars.com?replay_id=1781857372896334683	
19/06 11:20	150	25	61882142	B.i.G	710737	Аль(182) Эйд(84) Мор(77) Гал(203) Муш(87) Крв(78)	9939566	Хор(9428) Оли(11064) Фен(9461) Акс(9692) Аль(11064)		https://www.hero-wars.com?replay_id=1781857254319831226	
19/06 11:19	150	25	61882142	B.i.G	1011872	Аль(182) Крн(155) Себ(188) Айз(175) Чер(150) Лир(162)	18905616	Бис(8108) Аль(11064) Акс(9692) Оли(11064) Фен(9461)		https://www.hero-wars.com?replay_id=1781857166129896042	
19/06 11:17	150	25	61882142	B.i.G	902182	Аль(182) Баб(165) Дор(79) Авг(158) Ори(128) Неб(189)	29337293	Оли(11064) Акс(9692) Аль(11064) Мер(6894) Каи(7804)		https://www.hero-wars.com?replay_id=1781857061564101191	
19/06 09:30	150	25	61882137	G_G	567998	Акс(175) Эйд(181) Бир(56) Мор(54) Муш(53) Крв(49)	17290035	Хор(9817) Мер(7804) Оли(9428) Акс(9804) Аль(11064)		https://www.hero-wars.com?replay_id=1781850620971763783	
19/06 09:16	150	25	62084554	VIKTOR	692122	Аль(182) Эйд(169) Мор(59) Гус(97) Муш(94) Крв(91)	20265487	Хор(11064) Акс(9428) Фен(8518) Оли(8518) Аль(11064)		https://www.hero-wars.com?replay_id=1781849773203667440	
19/06 08:14	150	25	61882168	Тема	778280	Аль(155) Эйд(143) Мор(183) Гус(50) Муш(56) Крв(192)	15860588	Хор(9428) Акс(9428) Фен(3973) Оли(9890) Аль(9428)		https://www.hero-wars.com?replay_id=1781846093988751928	
19/06 07:58	150	25	61882212	Оди	713971	Аль(182) Эйд(190) Бир(164) Мор(62) Муш(62) Крв(53)	16985336	Мер(11064) Хор(9428) Акс(11064) Оли(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1781845092861964568	
19/06 07:55	150	25	61991077	3ve	954845	Аль(182) Айр(130) Фла(181) Кас(189) Гус(85) Эле(187)	13212128	Аль(11064) Хор(9428) Мер(9439) Фен(9428) Оли(9428)		https://www.hero-wars.com?replay_id=1781844946814321966	
19/06 07:53	150	25	61991077	3ve	1021365	Аль(182) Тея(164) Йор(162) Бир(156) Кри(188) Авр(170)	7701634	Мар(9428) Акс(9428) Бис(8518) Мер(9439) Каи(6074)		https://www.hero-wars.com?replay_id=1781844826194020031	
19/06 07:47	150	25	61991077	3ve	1086312	Аль(182) Эйд(160) ЛаК(222) Ада(168) Себ(179) Айз(176)	15311901	Хор(9428) Век(9018) Фен(9428) Аль(11064) Оли(9428)		https://www.hero-wars.com?replay_id=1781844472713453574	
19/06 07:44	150	25	61991077	3ve	996866	Аль(182) Дже(54) Хай(194) Дан(192) Ясм(190) Лир(185)	12583756	Акс(9428) Аль(11064) Фен(9428) Каи(6074) Оли(9428)		https://www.hero-wars.com?replay_id=1781844296884014600	
19/06 06:54	150	25	62082395	Винни	821822	Акс(182) ЛаК(122) Айз(178) Ами(146) Цин(91) Гал(103)	11657303	Век(5766) Оли(9888) Акс(11064) Фен(9428) Аль(9104)		https://www.hero-wars.com?replay_id=1781841298175008827	
19/06 06:43	150	25	61882317	viktori	844361	Акс(155) Айр(143) Фол(95) Кир(186) Ясм(170) Руф(95)	2414075	Оли(7286) Хор(9428) Век(7020) Аль(8518) Акс(9428)		https://www.hero-wars.com?replay_id=1781840631005712189	
19/06 06:41	150	25	61882317	viktori	845609	Акс(155) Гел(118) Кас(185) Айз(116) Гус(81) Эле(190)	3560575	Бис(7034) Мер(7804) Оли(7286) Хор(9428) Акс(9428)		https://www.hero-wars.com?replay_id=1781840516347622706	
19/06 06:35	150	25	61882317	viktori	1069121	Аль(145) ЛаК(204) Ада(182) Фла(183) Себ(172) Лир(184)	6556459	Век(7020) Каи(7996) Мер(7804) Оли(7286) Бис(7034)		https://www.hero-wars.com?replay_id=1781840155617816533	
19/06 06:34	150	25	61882317	viktori	718883	Акс(155) Эйд(64) Бир(170) Мор(102) Муш(53) Крв(175)	10955050	Хор(9428) Мер(7804) Оли(7286) Акс(9428) Аль(8518)		https://www.hero-wars.com?replay_id=1781840061952313317	
19/06 06:32	150	25	61882317	viktori	895090	Аль(145) Баб(70) Дор(168) Авг(191) Ори(192) Неб(130)	27626628	Оли(7286) Акс(9428) Аль(8518) Мер(7804) Каи(7996)		https://www.hero-wars.com?replay_id=1781839966607776230	
19/06 05:48	150	25	61882177	Rom	692209	Аль(155) Эйд(177) Мор(54) Гус(88) Муш(71) Крв(147)	30428063	Хор(9428) Акс(7804) Фен(6894) Оли(11064) Аль(9428)		https://www.hero-wars.com?replay_id=1781837307050906915	
