date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
05/04 19:07	160	14	61882156	3.14_ZDETS	971160	Аль(182) Фаф(174) Тея(134) Крн(161) Эйд(177) Цин(143)	783504	Оли(11064) Мер(11064) Акс(11064) Аль(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1775405265462235529	
05/04 19:07	160	14	62082395	Винни	645126	Акс(182) Айр(98) ЛаК(118) Бир(81) Цин(85) Гал(81)	68296	Оли(8518) Фен(9428) Акс(11064) Аль(8518) Бис(4773)		https://www.hero-wars.com?replay_id=1775405221105970785	
05/04 19:06	160	14	61882156	3.14_ZDETS	1031087	Аль(182) Фла(142) Хай(169) Ами(182) Сел(151) Исм(205)	1657808	Мер(11064) Аль(11064) Акс(11064) Хор(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1775405211315244329	
05/04 19:06	160	14	62082395	Винни	942642	Акс(182) Эйд(121) Ами(141) Дан(194) Гус(110) Аст(194)	253438	Хор(9468) Оли(8518) Фен(9428)  ###  Акс(11064)		https://www.hero-wars.com?replay_id=1775405201007847522	
05/04 19:06	160	14	62082395	Винни	1017284	Акс(182) Дор(158) Авг(169) Ори(192) Фла(142) Эле(174)	2184152	 ###  Аль(8518) Хор(9468) Мер(5683) Оли(8518)		https://www.hero-wars.com?replay_id=1775405176571046715	
05/04 19:05	160	14	61882156	3.14_ZDETS	1142511	Аль(182) Джу(193) Дан(202) Три(189) Лир(188) Гал(190)	2559881	Век(9018) Каи(11064) Фен(8108) Оли(11064) Бис(8108)		https://www.hero-wars.com?replay_id=1775405159150274372	
05/04 19:04	160	14	61882156	3.14_ZDETS	955456	Аль(182) Дор(153) Авг(187) Ори(201) Йор(129) Эле(103)	9272870	Мер(11064) Акс(11064) Хор(11064) Оли(11064) Бис(8108)		https://www.hero-wars.com?replay_id=1775405050092284935	
05/04 17:18	160	14	62044906	(-_-)	763734	Аль(182) Пол(68) Эйд(162) Йор(168) Сат(106) Эле(78)	479458	Мар(6484) Аль(11064) Акс(11064) Хор(11064) Оли(6250)		https://www.hero-wars.com?replay_id=1775398683915976457	
05/04 17:17	160	14	62044906	(-_-)	959662	Аль(182) Фаф(80) Джу(107) Дан(204) Исм(204) Лир(183)	611070	Мар(6484) Аль(11064) Каи(10154) Фен(8108) Оли(6250)		https://www.hero-wars.com?replay_id=1775398659896943714	
05/04 17:14	160	14	62044906	(-_-)	992026	Аль(182) Фла(142) Хай(205) Ами(185) Юли(135) Руф(143)	8840388	Хор(11064) Аль(11064) Акс(11064) Оли(6250) Бис(5766)		https://www.hero-wars.com?replay_id=1775398441436111704	
05/04 16:53	160	14	62044906	(-_-)	1047551	Аль(182) Дор(79) Авг(190) Ори(204) Ара(203) Аст(190)	19041237	Мер(5417) Акс(11064) Хор(11064) Аль(11064) Оли(6250)		https://www.hero-wars.com?replay_id=1775397181527292110	
05/04 16:28	160	14	62084542	bLanx	1146866	Аль(182) Джу(198) Гус(180) Лир(189) Гал(201) Аст(196)	20481527	Аль(11064) Фен(11064) Бис(11064) Оли(11064) Акс(11064)		https://www.hero-wars.com?replay_id=1775395734100895410	
05/04 16:27	160	14	62084542	bLanx	1039463	Аль(182) Тея(138) Эйд(191) Хай(208) Сел(163) Крв(157)	5950760	Мер(11064) Хор(11064) Каи(11064) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1775395666743000848	
05/04 16:27	160	14	62084542	bLanx	1010781	Мер(182) Дор(196) Авг(190) Ори(204) Мод(53) Ара(186)	39541105	Мер(11064) Аль(11064) Хор(11064) Акс(11064) Мар(11064)		https://www.hero-wars.com?replay_id=1775395626202535063	
05/04 16:26	160	14	62084542	bLanx	1046309	Акс(182) Крн(144) Цин(202) Чер(129) Три(187) Авр(201)	13601336	Акс(11064) Каи(11064) Фен(11064)  ###  Оли(11064)		https://www.hero-wars.com?replay_id=1775395577411255555	
05/04 16:25	160	14	62084542	bLanx	1184135	Аль(182) Баб(183) ЛаК(223) Себ(200) Неб(202) Айз(194)	326640398	 ###  Век(11064) Аль(11064) Каи(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1775395521687710986	
05/04 16:23	160	14	62072200	Пух	1132676	Аль(182) ЛаК(214) Гус(171) Три(191) Лир(187) Гал(188)	16966254	Век(5683) Хор(11064)  ###  Фен(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1775395395914211427	
05/04 16:08	160	14	62072200	Пух	1088082	Аль(182) Фол(145) Фла(181) Хай(201) Неб(204) Эле(176)	11883432	Акс(9428) Хор(11064) Аль(11064) Каи(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1775394539784378373	
05/04 15:42	160	14	62072200	Пух	1042035	Аль(182) Эйд(184) Бир(150) Сел(189) Мор(164) Крв(172)	47399821	Хор(11064) Бис(11064) Мер(7006) Акс(9428) Аль(11064)		https://www.hero-wars.com?replay_id=1775392945751092257	
05/04 15:28	160	14	62072200	Пух	654459	Аль(182) Дор(67) Авг(186) Ори(200) Аст(3) Лют(16)	1380759	Акс(9428) Аль(11064) Хор(11064)  ###  Фен(11064)		https://www.hero-wars.com?replay_id=1775392109693088722	
05/04 15:17	160	14	62072200	Пух	1087196	Аль(182) Баб(177) Крн(186) Себ(203) Джу(180) Айз(159)	494482048	Акс(9428) Бис(11064) Аль(11064)  ###  Оли(11064)		https://www.hero-wars.com?replay_id=1775391460557063404	
05/04 13:42	160	14	61882246	Nergal	929230	Аль(182) Фаф(169) Пол(139) Фла(170) Дан(150) Чер(120)	11300935	Оли(6676) Хор(11064) Мер(11064) Фен(6987) Бис(4773)		https://www.hero-wars.com?replay_id=1775385720071204134	
05/04 13:41	160	14	61882246	Nergal	925901	Аль(182) Тея(77) Эйд(184) Бир(174) Джу(186) Эле(123)	6323078	Акс(6676) Мер(11064) Хор(11064) Аль(11064) Оли(6676)		https://www.hero-wars.com?replay_id=1775385673731512151	
05/04 13:40	160	14	61882246	Nergal	1127282	Аль(182) Гус(162) Ясм(203) Исм(205) Лир(187) Крв(189)	1941468	Хор(11064) Аль(11064) Фен(6987) Бис(4773) Оли(6676)		https://www.hero-wars.com?replay_id=1775385632038997240	
05/04 13:39	160	14	61882246	Nergal	692182	Мер(182) Дор(52) Авг(191) Ори(200) Зир(34) Чаб(34)	20605258	Акс(6676) Аль(11064) Мер(11064) Оли(6676) Фен(6987)		https://www.hero-wars.com?replay_id=1775385588385438969	
05/04 10:57	160	14	61882250	Kamul27rus	591954	Аль(172) Пол(67) Кас(85) Мор(66) Гус(104) Эле(98)	8660	Бис(5417) Хор(6972) Акс(6922) Оли(9018) Мер(10154)		https://www.hero-wars.com?replay_id=1775375832577230067	
05/04 10:56	160	14	61882250	Kamul27rus	897649	Аль(172) Фаф(152) Фла(140) Джу(156) Цин(111) Чер(166)	3338602	Мар(4043) Мер(10154) Аль(10154) Каи(8108) Оли(9018)		https://www.hero-wars.com?replay_id=1775375817327267720	
05/04 10:56	160	14	61882250	Kamul27rus	1061928	Аль(172) Эйд(166) Авг(180) Дан(168) Лир(187) Гал(189)	661265	Хор(6972) Мер(10154) Каи(8108) Оли(9018) Аль(10154)		https://www.hero-wars.com?replay_id=1775375805948174764	
05/04 10:56	160	14	61882250	Kamul27rus	1149190	Аль(172) Тея(187) Ори(199) Ясм(199) Исм(203) Крв(189)	1827617	Акс(6922) Мер(10154) Аль(10154) Оли(9018) Бис(5417)		https://www.hero-wars.com?replay_id=1775375793320848322	
05/04 09:49	160	14	61882177	Rom	804446	Аль(155) Фаф(108) Бир(83) Дан(200) Гус(81) Лир(178)	258344	Мар(5766) Хор(9428) Каи(11064) Акс(7804) Оли(10154)		https://www.hero-wars.com?replay_id=1775371749966675907	
05/04 09:48	160	14	61882177	Rom	879066	Аль(155) Фла(131) Кас(178) Хай(59) Кри(200) Эле(157)	8683494	Акс(7804) Мер(7804) Аль(9428) Хор(9428) Оли(10154)		https://www.hero-wars.com?replay_id=1775371690228662459	
05/04 09:43	160	14	61882177	Rom	963617	Аль(155) Гел(143) Эйд(175) Джу(169) Крв(125) Авр(196)	14178360	Мер(7804) Хор(9428) Век(6894) Аль(9428) Каи(11064)		https://www.hero-wars.com?replay_id=1775371440029858109	
05/04 02:04	160	14	61882246	Nergal	1131578	Аль(182) Баб(189) ЛаК(197) Себ(195) Неб(191) Айз(177)	223281068	Акс(6676) Век(11064) Аль(11064) Каи(5153) Оли(6676)		https://www.hero-wars.com?replay_id=1775343884965760587	
04/04 20:49	160	14	61882250	Kamul27rus	1107539	Аль(172) Баб(167) ЛаК(201) Себ(195) Неб(194) Айз(180)	368649945	Акс(6894) Век(7624) Аль(10154) Каи(8108) Оли(9018)		https://www.hero-wars.com?replay_id=1775324972503720569	
04/04 18:56	160	14	62084549	Тихая	701491	Аль(145) Кас(64) Бир(79) Кри(130) Три(89) Аст(193)	398559	Бис(4623) Мер(4698) Хор(9439) Фен(4963) Акс(9428)		https://www.hero-wars.com?replay_id=1775318200101103259	
04/04 18:56	160	14	62084549	Тихая	697952	Аль(145) Дже(62) Хай(52) Кир(197) Ара(57) Гал(185)	505849	 ###  Каи(5417) Век(8518) Акс(9428) Оли(8108)		https://www.hero-wars.com?replay_id=1775318168161706587	
04/04 18:55	160	14	62084549	Тихая	996243	Аль(145) Айр(184) Эйд(182) Джу(106) Исм(196) Лир(182)	2184771	Аль(8518) Хор(9439) Век(8518) Оли(8108) Фен(4963)		https://www.hero-wars.com?replay_id=1775318109092238142	
04/04 18:53	160	14	62084549	Тихая	736049	Аль(145) Дор(57) Авг(129) Ори(168) Фла(133) Эле(103)	6318162	Акс(9428) Аль(8518) Хор(9439) Мер(4698) Оли(8108)		https://www.hero-wars.com?replay_id=1775318010959070147	
04/04 18:48	160	14	62084549	Тихая	1051572	Аль(145) Баб(160) ЛаК(201) Себ(193) Неб(192) Айз(160)	5822621	Акс(9428) Век(8518) Аль(8518) Каи(5417) Оли(8108)		https://www.hero-wars.com?replay_id=1775317727746992988	
04/04 18:36	160	14	61882156	3.14_ZDETS	1130876	Акс(182) Баб(165) ЛаК(200) Себ(193) Неб(200) Айз(190)	146595445	Акс(11064) Век(9018) Аль(11064) Каи(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1775316994450358977	
04/04 17:39	160	14	61882163	Орел	665016	Акс(138) Хай(124) Чер(81) К'А(104) Исм(119) Аст(100)	8952	Аль(6596) Бис(3223) Фен(4576) Оли(5445) Акс(7868)		https://www.hero-wars.com?replay_id=1775313572544889693	
