date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
16/08 19:49	160	33	61882168	Тема	443028	Акс Ада Мод Ами Ара Аль	12463	Каи(9428) Мар(8518) Оли(10154) Акс(9428) Бис(4773)		https://www.hero-wars.com?replay_id=1786898940074545102	
16/08 19:47	160	33	61882168	Тема	786548	Акс ЛаК Джу Цин Лир Гал	2904481	Век(5037) Аль(9428) Каи(9428) Фен(6936) Бис(4773)		https://www.hero-wars.com?replay_id=1786898833718817426	
16/08 19:45	160	33	61882168	Тема	649760	Аль Крн Себ Айз Чер Три	1832393	Акс(9428) Аль(9428)  ###  Оли(10154) Фен(6936)		https://www.hero-wars.com?replay_id=1786898729669358295	
16/08 19:34	160	33	61882168	Тема	1055729	Мер Баб Дор Авг Ори Неб	23800138	Оли(10154) Мер(8854) Аль(9428) Мар(8518) Каи(9428)		https://www.hero-wars.com?replay_id=1786898057925412130	
16/08 19:32	160	33	61882168	Тема	858533	Аль Эйд Бир Мор Муш Крв	1810718	Хор(9428) Мер(8854) Оли(10154) Акс(9428) Аль(9428)		https://www.hero-wars.com?replay_id=1786897933870395520	
16/08 19:02	160	33	61882250	Kamul27rus	1027840	Аль Фаф Крн Кас Исм Лир	1043285	Мар(5683) Акс(11064) Мер(11064) Фен(7966) Оли(11064)		https://www.hero-wars.com?replay_id=1786896156806295514	
16/08 18:58	160	33	61882250	Kamul27rus	1081185	Аль Фла Мор Чер Ясм Эле	9623388	Мер(11064) Оли(11064) Фен(7966) Аль(11064) Акс(11064)		https://www.hero-wars.com?replay_id=1786895905908905133	
16/08 18:54	160	33	61882250	Kamul27rus	1122965	Аль Тея ЛаК Себ Джу Айз	7425752	Мер(11064) Век(8534) Аль(11064) Фен(7966) Оли(11064)		https://www.hero-wars.com?replay_id=1786895654600964953	
16/08 18:48	160	33	62145280	Nata	1053572	Акс Ада Мод Ами Ара Аль	22559786	Каи(11064) Мар(11064) Оли(11064) Акс(11064) Бис(10154)		https://www.hero-wars.com?replay_id=1786895291740185208	
16/08 18:41	160	33	61882250	Kamul27rus	831260	Аль Эйд Бир Гус Муш Крв	53610255	Хор(8875) Акс(11064) Фен(7966) Оли(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1786894879018598774	
16/08 18:35	160	33	62145280	Nata	1115566	Акс ЛаК Джу Цин Лир Гал	7106442	Век(11064) Аль(11064) Каи(11064) Фен(11064) Бис(10154)		https://www.hero-wars.com?replay_id=1786894543163301830	
16/08 18:31	160	33	62145280	Nata	1056742	Аль Крн Себ Айз Чер Три	29458366	Акс(11064) Аль(11064)  ###  Оли(11064) Фен(11064)		https://www.hero-wars.com?replay_id=1786894281713297756	
16/08 18:27	160	33	61882250	Kamul27rus	1017657	Мер Баб Дор Авг Ори Неб	43348644	Оли(11064) Акс(11064) Аль(11064) Мер(11064) Каи(9018)		https://www.hero-wars.com?replay_id=1786894051015713098	
16/08 18:00	160	33	62145280	Nata	1111455	Мер Баб Дор Авг Ори Неб	100648733	Оли(11064)  ###  Хор(11064) Мер(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1786892433838936932	
16/08 17:53	160	33	62145280	Nata	1076792	Аль Эйд Бир Мор Муш Крв	60001988	Хор(11064) Мер(11064) Оли(11064) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1786892016079851620	
16/08 17:33	160	33	62082395	Винни	1043350	Аль Ада Фла Йор Джу Эле	6096577	Век(6484) Хор(11064) Акс(11064) Аль(10154) Оли(10154)		https://www.hero-wars.com?replay_id=1786890783756015119	
16/08 16:48	160	33	62156837	Бесенок Ната	990003	Акс Ада Кас Йор Кри Эле	1448216	Фен(11064) Мер(7832) Оли(11064) Хор(11064) Акс(11064)		https://www.hero-wars.com?replay_id=1786888090446508496	
16/08 16:46	160	33	62156837	Бесенок Ната	1008160	Акс Фаф Крн Фла Дан Аст	1341465	Мар(9018) Акс(11064) Бис(6329) Фен(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1786887989082866362	
16/08 16:06	160	33	61882246	Nergal	873885	Аль Джу Сел Май Исм Лир	6687784	Аль(11064) Мер(11064) Акс(11064) Фен(7907) Оли(9472)		https://www.hero-wars.com?replay_id=1786885579470572644	
16/08 16:03	160	33	61882246	Nergal	1053880	Аль Фла Мор Чер Ясм Эле	8759196	Мер(11064) Оли(9472) Фен(7907) Аль(11064) Акс(11064)		https://www.hero-wars.com?replay_id=1786885396571185446	
16/08 15:59	160	33	61882246	Nergal	1048478	Аль Тея ЛаК Ада Себ Айз	9161965	Мер(11064) Век(11064) Каи(6063) Аль(11064) Оли(9472)		https://www.hero-wars.com?replay_id=1786885190495925743	
16/08 15:56	160	33	61882246	Nergal	1019458	Мер Баб Дор Авг Ори Неб	56668898	Оли(9472) Акс(11064) Аль(11064) Мер(11064) Каи(6063)		https://www.hero-wars.com?replay_id=1786884993015863121	
16/08 15:54	160	33	62138500	Diablo	1137236	Аль Лиэ Крн Себ Айз Лир	27954431	Хор(11064) Бис(11064) Аль(11064) Оли(11064) Фен(11064)		https://www.hero-wars.com?replay_id=1786884859627701526	
16/08 15:52	160	33	61882246	Nergal	1101274	Аль Эйд Бир Гус Муш Крв	49317818	Хор(11064) Акс(11064) Фен(7907) Оли(9472) Аль(11064)		https://www.hero-wars.com?replay_id=1786884746103214462	
16/08 15:30	160	33	62138500	Diablo	1152465	Аль Эйд Бир Мор Муш Крв	68896712	Хор(11064) Бис(11064) Оли(11064) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1786883408406821935	
16/08 13:48	160	33	61882154	Виларт	1071212	Акс Дже Йор Айз К'А Эле	227879	Оли(6132)  ###  Акс(11064) Век(9498) Мер(6894)		https://www.hero-wars.com?replay_id=1786877331081513078	
16/08 13:47	160	33	61882154	Виларт	1097475	Акс Пол Фла Кас Неб Кри	2072110	Мар(7422) Хор(10154) Акс(11064) Каи(4773) Бис(10114)		https://www.hero-wars.com?replay_id=1786877232745788204	
16/08 13:43	160	33	61882154	Виларт	1117329	Акс ЛаК Ада Себ Джу Лир	2631393	Век(9498) Бис(10114) Аль(11064) Фен(5766) Оли(6132)		https://www.hero-wars.com?replay_id=1786877029601405502	
16/08 13:40	160	33	61882154	Виларт	908889	Мер Баб Дор Авг Ори Ами	29126510	Акс(11064) Мер(6894) Аль(11064) Хор(10154) Оли(6132)		https://www.hero-wars.com?replay_id=1786876857986051914	
16/08 13:35	160	33	61882154	Виларт	742197	Аль Эйд Бир Гус Муш Крв	4981522	Хор(10154) Бис(10114) Акс(11064) Оли(6132) Аль(11064)		https://www.hero-wars.com?replay_id=1786876520758441439	
16/08 13:18	160	33	62084554	VIKTOR	945777	Аль Крн Айр Йор Бир Эле	3269761	Оли(10154) Аль(11064)  ###  Хор(11064) Акс(11064)		https://www.hero-wars.com?replay_id=1786875523211647381	
16/08 13:17	160	33	62084554	VIKTOR	1123942	Акс ЛаК Себ Айз Лир Гал	5595274	Мар(9428) Аль(11064) Акс(11064) Оли(10154) Фен(8518)		https://www.hero-wars.com?replay_id=1786875423191478117	
16/08 13:14	160	33	62084554	VIKTOR	993084	Акс Пол Фла Кас Сел Кри	3287809	Мар(9428) Бис(10154) Мер(9428) Хор(11064) Акс(11064)		https://www.hero-wars.com?replay_id=1786875252616262051	
16/08 13:09	160	33	62163138	Igor25	1162824	Аль Баб Себ Неб Джу Айз	4328883	Акс(8068) Фен(11064) Каи(11064) Аль(9428) Оли(11064)		https://www.hero-wars.com?replay_id=1786874957460029355	
16/08 12:34	160	33	62163138	Igor25	1037284	Аль Тея Без Крн Кир Аст	1165105	Мер(11064) Хор(11064) Акс(7914) Фен(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1786872865532946831	
16/08 12:02	160	33	61991077	3ve	997647	Аль Себ Джу Айз Гус Лир	6085277	Оли(9428) Аль(11064) Мар(9428) Хор(9428) Фен(9428)		https://www.hero-wars.com?replay_id=1786870957103163852	
16/08 12:02	160	33	61991077	3ve	1103222	Аль Тея Фла Кас Кри Эле	3858435	Мар(9428) Акс(9428) Хор(9428) Мер(9439) Оли(9428)		https://www.hero-wars.com?replay_id=1786870936115725789	
16/08 12:01	160	33	61991077	3ve	1047258	Аль Дже ЛаК Хай Дан Ясм	2070542	Оли(9428) Мар(9428) Акс(9428) Фен(9428) Аль(11064)		https://www.hero-wars.com?replay_id=1786870918512059356	
16/08 12:00	160	33	61991077	3ve	807702	Аль Эйд Бир Мор Муш Крв	11576004	Хор(9428) Мер(9439) Оли(9428) Акс(9428) Аль(11064)		https://www.hero-wars.com?replay_id=1786870849022391159	
16/08 11:54	160	33	61991077	3ve	1036515	Мер Баб Дор Авг Ори Неб	34447862	Оли(9428)  ###  Хор(9428) Мер(9439) Каи(8518)		https://www.hero-wars.com?replay_id=1786870465807217628	
16/08 10:35	160	33	62163138	Igor25	1192558	Аль Дор Айр Авг Ори Дан	13008417	Акс(7914) Оли(11064) Хор(11064) Мер(11064) Фен(11064)		https://www.hero-wars.com?replay_id=1786865732669163742	
16/08 08:39	160	33	61882137	G_G	1144268	Акс Пол Фла Кас Хай Кри	11277072	Мар(8108) Бис(8518) Мер(11064) Каи(9456) Акс(9874)		https://www.hero-wars.com?replay_id=1786858760384651698	
