date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
15/03 17:18	160	11	61882250	Kamul27rus	641155	Аль(172) Фла(98) Кас(84) Мор(66) Чер(157) Эле(64)	893624	Мер(10154) Хор(6944) Акс(6484) Оли(9018) Бис(5417)		https://www.hero-wars.com?replay_id=1773584304384038619
15/03 17:18	160	11	61882250	Kamul27rus	838119	Аль(172) Фаф(141) Джу(155) Дан(164) Гус(102) Цин(105)	4584781	Оли(9018) Аль(10154) Каи(8108) Хор(6944) Фен(6484)		https://www.hero-wars.com?replay_id=1773584292981877236
15/03 17:18	160	11	61882250	Kamul27rus	1085527	Аль(172) Эйд(158) ЛаК(201) Лир(187) Гал(174) Крв(194)	3704313	Мер(10154) Век(7624) Оли(9018) Фен(6484) Аль(10154)		https://www.hero-wars.com?replay_id=1773584280442536135
15/03 17:17	160	11	61882250	Kamul27rus	1132098	Аль(172) Тея(188) Себ(195) Айз(177) Ясм(199) Исм(201)	1047474	Мер(10154) Аль(10154) Акс(6484) Каи(8108) Фен(6484)		https://www.hero-wars.com?replay_id=1773584267105672434
15/03 17:16	160	11	61882250	Kamul27rus	940894	Мер(154) Баб(164) Дор(55) Авг(175) Ори(199) Неб(194)	18472028	Оли(9018) Акс(6484) Аль(10154) Мер(10154) Каи(8108)		https://www.hero-wars.com?replay_id=1773584198806097031
15/03 15:44	160	11	62082395	Винни	659165	Акс(182) Гел(97) Фаф(73) Айр(97) Эйд(117) Кас(93)	146534	Акс(11064) Мар(4773) Оли(8518) Аль(8518) Хор(8518)		https://www.hero-wars.com?replay_id=1773578680959325450
15/03 15:43	160	11	62082395	Винни	942869	Акс(182) Фла(139) Айз(154) Гус(110) Лир(186) Эле(172)	977710	Хор(8518) Оли(8518) ### Фен(9428) Акс(11064)		https://www.hero-wars.com?replay_id=1773578629303185846
15/03 15:43	160	11	62082395	Винни	1099411	Акс(182) Себ(192) Ами(136) Дан(194) Исм(202) Аст(194)	147105	Оли(8518) Бис(4773) Каи(6894) Фен(9428) Акс(11064)		https://www.hero-wars.com?replay_id=1773578613871390522
15/03 15:41	160	11	62082395	Винни	708161	Акс(182) ЛаК(115) Джу(128) Цин(57) Ясм(159) Гал(67)	1085428	Век(5766) ### Фен(9428) Аль(8518) Оли(8518)		https://www.hero-wars.com?replay_id=1773578519995388232
15/03 14:17	160	11	61882246	Nergal	704740	Аль(182) Фаф(152) Кас(88) Май(51) Чер(120) Гал(112)	635675	Оли(6676) Мер(11064) Акс(6676) Фен(6987) Аль(11064)		https://www.hero-wars.com?replay_id=1773573433478331278
15/03 14:16	160	11	61882246	Nergal	946430	Оли(110) Пол(130) Джу(186) Айз(170) Дан(149) Ясм(202)	685083	Хор(9916) Век(11064) Оли(6676) Фен(6987) Аль(11064)		https://www.hero-wars.com?replay_id=1773573391718011323
15/03 14:16	160	11	61882246	Nergal	743190	Оли(110) Тея(70) ЛаК(197) Себ(195) Мор(64) Эле(107)	51991	Акс(6676) Век(11064) Аль(11064) Оли(6676) Мер(11064)		https://www.hero-wars.com?replay_id=1773573363593594659
15/03 14:14	160	11	61882246	Nergal	1105512	Аль(182) Эйд(184) Гус(156) Исм(203) Лир(187) Крв(193)	5553543	Мер(11064) Акс(6676) Фен(6987) Оли(6676) Аль(11064)		https://www.hero-wars.com?replay_id=1773573290614582818
15/03 14:05	160	11	61882246	Nergal	997732	Мер(182) Баб(189) Дор(52) Авг(188) Ори(200) Неб(186)	30571970	Оли(6676) Акс(6676) Хор(9916) Мер(11064) Каи(5153)		https://www.hero-wars.com?replay_id=1773572743496745066
15/03 09:57	160	11	61882233	2 718	651635	Акс(120) Гел(71) Сел(71) Дан(170) Гус(95) Сат(125)	45795	Мер(6894) Хор(6894) Фен(8518) Оли(6894) Акс(6894)		https://www.hero-wars.com?replay_id=1773557836983236105
14/03 22:08	160	11	62044999	Пунь Пунь	961225	Аль(182) Баб(141) Дор(65) Эйд(188) Ори(183) Неб(203)	4923365	Акс(6228) ### Аль(11064) Мер(4773) Каи(11064)		https://www.hero-wars.com?replay_id=1773515330614982390
14/03 20:33	160	11	61882225	Бесенок Ната	610011	Аль(94) Кир(149) Чер(72) Исм(115) Юли(66) Крв(115)	516542	Век(11064) Фен(4612) Оли(5419) Акс(7708) Бис(6486)		https://www.hero-wars.com?replay_id=1773509601131898620
14/03 20:32	160	11	61882225	Бесенок Ната	708594	Аль(94) Эйд(82) Фла(112) Джу(77) Дан(147) Авр(197)	1744765	Мер(6329) Хор(10154) Век(11064) Каи(4773) Акс(7708)		https://www.hero-wars.com?replay_id=1773509577282748104
14/03 20:32	160	11	61882225	Бесенок Ната	907780	Акс(127) Фаф(109) ЛаК(205) Йор(127) Себ(165) Лир(175)	75156	Мар(4487) Век(11064) Акс(7708) Аль(5419) Оли(5419)		https://www.hero-wars.com?replay_id=1773509533885717767
14/03 20:31	160	11	61882225	Бесенок Ната	697805	Аль(94) Баб(60) Дор(67) Авг(138) Ори(187) Неб(151)	3374383	Оли(5419) Акс(7708) Аль(5419) Хор(10154) Каи(4773)		https://www.hero-wars.com?replay_id=1773509495408657603
14/03 20:28	160	11	61882225	Бесенок Ната	794610	Хор(172) Кас(112) Хай(198) Сел(70) Кри(133) Эле(109)	9309393	Хор(10154) Аль(5419) Бис(6486) Мер(6329) Акс(7708)		https://www.hero-wars.com?replay_id=1773509319395815389
14/03 18:03	160	11	61882219	Ваван	642903	Аль(145) Ами(96) Ара(97) Чер(90) Три(112) Аст(103)	432098	Акс(10154) Аль(8518) Бис(6894) Фен(8038) Оли(8518)		https://www.hero-wars.com?replay_id=1773500619528593345
14/03 18:02	160	11	61882219	Ваван	826432	Аль(145) Эйд(177) Фла(123) Кас(142) Хай(117) Эле(123)	1257347	Аль(8518) Акс(10154) Хор(6894) Каи(8518) Оли(8518)		https://www.hero-wars.com?replay_id=1773500551355379612
14/03 18:01	160	11	61882219	Ваван	906977	Аль(145) Фаф(103) Дан(197) Гус(146) Исм(130) Руф(186)	1215171	Мар(7804) Каи(8518) Хор(6894) Фен(8038) Оли(8518)		https://www.hero-wars.com?replay_id=1773500471953630790
14/03 17:59	160	11	61882219	Ваван	899423	Аль(145) Баб(185) Дор(73) Авг(161) Ори(140) Неб(196)	568802	Оли(8518) Мер(6894) Аль(8518) Хор(6894) Каи(8518)		https://www.hero-wars.com?replay_id=1773500383936083680
14/03 17:57	160	11	61882219	Ваван	1009262	Аль(145) ЛаК(208) Себ(179) Джу(155) Айз(140) Лир(182)	506931	Век(6894) Аль(8518) Фен(8038) Оли(8518) Бис(6894)		https://www.hero-wars.com?replay_id=1773500261871443663
14/03 15:15	160	11	61882267	ZOV	1066710	Аль(172) Баб(109) Дор(194) Авг(193) Ори(203) Неб(196)	4875920	Оли(6894) Акс(10154) Аль(10154) Хор(11064) Каи(8518)		https://www.hero-wars.com?replay_id=1773490559349811067
14/03 15:14	160	11	61882267	ZOV	1051112	Мер(182) Лар(169) Кас(177) Йор(136) Кри(205) Эле(183)	1351921	Хор(11064) Мер(11064) Акс(10154) Бис(8518) Оли(6894)		https://www.hero-wars.com?replay_id=1773490497809218756
14/03 15:12	160	11	61882267	ZOV	1037053	Аль(172) Фаф(113) Хай(178) Джу(193) Исм(198) Лир(182)	7856299	Мар(5766) Аль(10154) Век(5683) Фен(6894) Оли(6894)		https://www.hero-wars.com?replay_id=1773490333172648978
14/03 15:11	160	11	61882267	ZOV	1058811	Аль(172) Айз(188) Сел(186) Дан(197) Чер(195) Авр(121)	3044774	Оли(6894) Хор(11064) Каи(8518) Фен(6894) Акс(10154)		https://www.hero-wars.com?replay_id=1773490264604077142
14/03 15:09	160	11	61882267	ZOV	988768	Аль(172) Эйд(190) Фла(165) Гал(158) Аст(192) Руф(111)	4543451	Мер(11064) Хор(11064) Аль(10154) Оли(6894) Бис(8518)		https://www.hero-wars.com?replay_id=1773490172867115927
14/03 14:58	160	11	61882177	Rom	856433	Аль(133) Гел(144) Фаф(97) Фла(129) Джу(153) Дан(200)	1958450	Хор(9428) Оли(10154) Мер(7804) Аль(8754) Каи(11064)		https://www.hero-wars.com?replay_id=1773489489775711162
14/03 14:57	160	11	61882177	Rom	919271	Аль(133) Дже(60) ЛаК(210) Себ(189) Айз(150) Лир(177)	793063	Каи(11064) Век(6894) Аль(8754) Акс(7804) Оли(10154)		https://www.hero-wars.com?replay_id=1773489426213497581
14/03 14:55	160	11	61882177	Rom	795952	Акс(128) Тея(60) Кас(167) Сел(162) Кри(198) Гус(81)	281346	Мар(5766) Хор(9428) Акс(7804) Мер(7804) Оли(10154)		https://www.hero-wars.com?replay_id=1773489349931384916
14/03 14:53	160	11	61882177	Rom	833186	Акс(128) Баб(111) Дор(48) Авг(164) Ори(184) Неб(198)	19781574	Оли(10154) Акс(7804) Хор(9428) Мер(7804) Каи(11064)		https://www.hero-wars.com?replay_id=1773489221675403879
14/03 13:12	160	11	62044906	(-_-)	936065	Аль(172) Баб(94) Дор(78) Авг(190) Ори(204) Неб(198)	32226653	Оли(4773) Мер(4773) Акс(11064) Хор(11064) Каи(10154)		https://www.hero-wars.com?replay_id=1773483146529470400
14/03 12:22	160	11	61882156	3.14_ZDETS	931224	Аль(182) Фаф(170) Тея(97) Дан(196) Гал(192) Авр(94)	1090679	Мар(6894) Акс(11064) Фен(8108) Оли(11064) Каи(10154)		https://www.hero-wars.com?replay_id=1773480177460722345
14/03 12:20	160	11	61882156	3.14_ZDETS	904110	Аль(182) Фла(138) Хай(168) Ами(177) Сел(148) Эле(91)	5354023	Бис(6894) Аль(11064) Акс(11064) Хор(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1773480023070093206
14/03 12:18	160	11	61882156	3.14_ZDETS	1027350	Аль(182) Крн(142) Эйд(177) Цин(134) Исм(205) Три(187)	1350822	Акс(11064) Хор(11064) Аль(11064) Оли(11064) Фен(8108)		https://www.hero-wars.com?replay_id=1773479890192908063
14/03 12:12	160	11	61882156	3.14_ZDETS	1073767	Аль(182) Баб(151) Дор(153) Авг(187) Ори(201) Неб(199)	32009126	### Акс(11064) Аль(11064) Мер(11064) Каи(10154)		https://www.hero-wars.com?replay_id=1773479544792553949
14/03 12:08	160	11	61882196	Wren	842872	Аль(182) Гел(169) Крн(136) Фла(119) Ами(106) Сел(131)	1650220	Бис(4773) Оли(5037) Хор(11064) Акс(11064) Мер(4806)		https://www.hero-wars.com?replay_id=1773479303400979428
14/03 12:06	160	11	61882196	Wren	880363	Аль(182) Баб(113) Дор(43) Авг(143) Ори(201) Неб(199)	16662647	Акс(11064) Мер(4806) Аль(11064) Хор(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1773479165191510544
14/03 11:47	160	11	61882137	G_G	778100	Аль(182) Эйд(177) Фла(163) Кас(167) Мор(46) Крв(43)	3490149	Мер(6484) Акс(9804) Хор(9817) Оли(8108) Аль(11064)		https://www.hero-wars.com?replay_id=1773478077130715255
14/03 11:47	160	11	61882137	G_G	901681	Акс(159) Тея(51) Джу(193) Дан(195) Исм(198) Юли(106)	2983143	Мер(6484) Аль(11064) Каи(8518) Фен(8529) Акс(9804)		https://www.hero-wars.com?replay_id=1773478025766580498
14/03 11:44	160	11	61882137	G_G	1093086	Аль(182) Баб(155) Дор(172) Авг(187) Ори(198) Неб(200)	13839586	Оли(8108) Акс(9804) Аль(11064) Мар(6484) Каи(8518)		https://www.hero-wars.com?replay_id=1773477887856117687
14/03 11:39	160	11	61882154	Виларт	884211	Акс(182) Фла(142) Йор(153) Ами(158) Сат(173) Эле(75)	918013	Бис(5116) ### Оли(6066) Хор(10154) Акс(11064)		https://www.hero-wars.com?replay_id=1773477599410810618
14/03 11:38	160	11	61882154	Виларт	908459	Акс(182) Фаф(128) Дже(143) Гус(75) Исм(200) Аст(179)	84934	Мар(4773) Акс(11064) Хор(10154) Оли(6066) Бис(5116)		https://www.hero-wars.com?replay_id=1773477534368644006
14/03 11:11	160	11	61882154	Виларт	966827	Акс(182) Баб(143) Дор(85) Авг(179) Ори(190) Неб(188)	10581086	Оли(6066) Мер(4863) Аль(6244) Хор(10154) Каи(4123)		https://www.hero-wars.com?replay_id=1773475917944880035
14/03 09:50	160	11	61882233	2 718	565457	Акс(120) Фаф(107) Фла(109) Кас(113) Май(47) Эле(69)	673098	Оли(6894) Акс(6894) Мер(6894) Аль(6936) Бис(5443)		https://www.hero-wars.com?replay_id=1773471058083168800
14/03 09:48	160	11	61882233	2 718	737592	Мер(118) Баб(104) Дор(83) Авг(101) Ори(173) Неб(158)	4310360	Оли(6894) Акс(6894) Аль(6936) Мер(6894) Каи(6030)		https://www.hero-wars.com?replay_id=1773470896212007155
14/03 08:34	160	11	61882212	Оди	1073768	Аль(182) Тея(195) Эйд(188) Хай(204) Сел(104) Исм(201)	2066089	Акс(11064) Хор(9428) Аль(11064) Мер(7804) Фен(7804)		https://www.hero-wars.com?replay_id=1773466446519312005
14/03 08:33	160	11	61882212	Оди	1100662	Аль(182) Пол(188) Фла(161) Кас(184) Ами(198) Руф(188)	3180437	Мар(11064) Мер(7804) Бис(7859) Акс(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1773466402362491052
14/03 08:32	160	11	61882212	Оди	966752	Мер(128) Баб(161) Дор(107) Авг(174) Ори(200) Неб(197)	15458292	Оли(11064) Акс(11064) Аль(11064) Мер(7804) Каи(7859)		https://www.hero-wars.com?replay_id=1773466333847931562
14/03 08:02	160	11	61882168	Тема	704258	Аль(153) Фол(64) Кри(63) Дан(185) Аст(65) Авр(173)	729295	Акс(9428) Хор(9428) Фен(3973) Оли(8428) Каи(9428)		https://www.hero-wars.com?replay_id=1773464553007589654
14/03 08:01	160	11	61882168	Тема	639353	Аль(153) Сел(80) Ара(84) Чер(68) Ясм(183) К'А(72)	586972	Хор(9428) Акс(9428) Оли(8428) Каи(9428) Фен(3973)		https://www.hero-wars.com?replay_id=1773464517190842476
14/03 08:01	160	11	61882168	Тема	953022	Аль(153) Эйд(108) Фла(137) Мор(183) Кир(179) Крв(192)	5028623	Мер(3973) Хор(9428) Акс(9428) Фен(3973) Аль(9428)		https://www.hero-wars.com?replay_id=1773464471564165631
14/03 08:00	160	11	61882168	Тема	1022230	Аль(153) Баб(149) Дор(157) Авг(174) Ори(195) Неб(193)	12664605	Оли(8428) Мер(3973) Акс(9428) Хор(9428) Каи(9428)		https://www.hero-wars.com?replay_id=1773464404561799244
14/03 07:39	160	11	61882142	B.i.G	834800	Аль(181) Кас(97) Дан(183) Эль(108) Три(110) Лир(157)	675564	Хор(9428) Фен(8551) Каи(7804) ### Оли(10154)		https://www.hero-wars.com?replay_id=1773463186575259526
14/03 07:39	160	11	61882142	B.i.G	840911	Акс(137) Авг(102) Лар(154) Фла(116) Сел(163) Кри(169)	803503	Аль(10826) Бис(5153) Мер(4773) Хор(9428) Акс(8332)		https://www.hero-wars.com?replay_id=1773463140077206063
14/03 07:37	160	11	61882142	B.i.G	1022984	Аль(181) Баб(163) Фаф(100) Неб(188) Джу(191) Гал(201)	6737175	Акс(8332) Мар(4823) Каи(7804) Аль(10826) Оли(10154)		https://www.hero-wars.com?replay_id=1773463054513490131
14/03 06:44	160	11	61882140	ПасТырЪ	1054553	Акс(182) Кир(189) Дан(205) Гус(89) Три(191) Гал(199)	1252549	Век(11064) Каи(11064) Оли(11064) Фен(7804) Аль(11064)		https://www.hero-wars.com?replay_id=1773459847212913836
14/03 06:42	160	11	61882140	ПасТырЪ	1027949	Акс(182) Фаф(178) Джу(200) Чер(84) Исм(201) Лир(184)	2679528	Мар(11064) Аль(11064) Оли(11064) Фен(7804) Бис(6676)		https://www.hero-wars.com?replay_id=1773459732125078115
14/03 06:40	160	11	61882140	ПасТырЪ	1159323	Акс(182) Эйд(179) ЛаК(221) Себ(197) Айз(192) Кей(188)	1938835	Аль(11064) Век(11064) Фен(7804) Мар(11064) Бис(6676)		https://www.hero-wars.com?replay_id=1773459623641532565
14/03 06:39	160	11	61882140	ПасТырЪ	1068171	Акс(182) Пол(182) Хай(202) Ами(195) Аст(193) Крв(115)	1167695	Хор(11064) Аль(11064) Акс(11064) Оли(11064) Бис(6676)		https://www.hero-wars.com?replay_id=1773459563374892040
14/03 06:37	160	11	61882140	ПасТырЪ	1083659	Аль(182) Баб(156) Дор(166) Авг(184) Ори(196) Неб(199)	2058981	### Акс(11064) Аль(11064) Мер(5683) Каи(11064)		https://www.hero-wars.com?replay_id=1773459471344066578
