date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
14/03 06:09	150	11	61883387	FEDOR	1058397	Аль(156) Баб(147) Дор(168) Авг(184) Ори(201) Неб(202)	26666544	Оли(9428) Мер(10378) Аль(9692) Акс(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1773457769324273166
14/03 03:49	150	11	61958839	Бальдр	588218	Акс(182) Тея(57) Хай(98) Ара(76) Ясм(81) Гал(93)	1314946	Мер(5683) Каи(11064) Акс(11064) Фен(7804) Аль(11064)		https://www.hero-wars.com?replay_id=1773449370325034768
14/03 03:49	150	11	61958839	Бальдр	969675	Акс(182) Крн(133) ЛаК(201) Фла(156) Дан(200) Юли(98)	586162	Бис(4487) Век(11064) Акс(11064) Каи(11064) Оли(8518)		https://www.hero-wars.com?replay_id=1773449355572453206
14/03 03:48	150	11	61958839	Бальдр	1138358	Аль(182) Баб(187) Себ(202) Неб(195) Джу(197) Айз(175)	12303886	Акс(11064) Аль(11064) Каи(11064) Век(11064) Оли(8518)		https://www.hero-wars.com?replay_id=1773449304504966105
14/03 03:47	150	11	61958839	Бальдр	925273	Аль(182) Лар(136) Кас(164) Кри(158) Гус(145) Авр(141)	5541814	Мер(5683) Хор(10070) Акс(11064) Фен(7804) Оли(8518)		https://www.hero-wars.com?replay_id=1773449244584993757
14/03 03:45	150	11	61958839	Бальдр	921018	Аль(182) Дор(53) Авг(147) Ори(194) Лир(178) Эле(167)	13300944	Акс(11064) Аль(11064) Хор(10070) Фен(7804) Оли(8518)		https://www.hero-wars.com?replay_id=1773449146755779201
13/03 21:35	150	11	62070651	Taifyn	581500	Аль(182) Дор(70) Авг(61) Ори(139) Хай(65) Чер(65)	6911654	Мер(4324) Аль(11064) Акс(11064) Каи(11064) Фен(10154)		https://www.hero-wars.com?replay_id=1773426923510848004
13/03 21:34	150	11	62070651	Taifyn	405524	Аль(182) Эйд(42) Мор(47) Муш(41) Руф(55) Крв(38)	938357	Хор(5152) Оли(10154) Акс(11064) Аль(11064) Бис(5049)		https://www.hero-wars.com?replay_id=1773426880429911941
13/03 21:31	150	11	62070651	Taifyn	1067785	Аль(182) Айр(197) Фла(144) Йор(150) Дан(200) Аст(195)	3262256	Аль(11064) Хор(5152) Акс(11064) Каи(11064) Оли(10154)		https://www.hero-wars.com?replay_id=1773426697118471283
13/03 21:27	150	11	62070651	Taifyn	1035253	Аль(182) Баб(181) Себ(144) Неб(200) Джу(173) Айз(155)	7049586	Акс(11064) Аль(11064) Каи(11064) Фен(10154) Оли(10154)		https://www.hero-wars.com?replay_id=1773426432684021523
13/03 20:13	150	11	62044906	(-_-)	990283	Аль(172) Эйд(142) Йор(162) Ами(172) Ара(195) Руф(147)	7603813	Хор(11064) Акс(11064) Бис(4773) Мар(5766) Аль(10154)		https://www.hero-wars.com?replay_id=1773422021296358497
13/03 20:10	150	11	62044906	(-_-)	798864	Аль(172) Фаф(79) Дан(199) Чер(74) Исм(201) Гал(74)	747207	Мар(5766) Фен(8108) Бис(4773) Оли(4773) Аль(10154)		https://www.hero-wars.com?replay_id=1773421803979686878
13/03 20:06	150	11	62044906	(-_-)	877189	Аль(172) Фла(139) Хай(199) Сат(105) Аст(187) Эле(75)	3368584	Акс(11064) Аль(10154) Хор(11064) Оли(4773) Бис(4773)		https://www.hero-wars.com?replay_id=1773421570392693692
13/03 20:01	150	11	62044906	(-_-)	1026604	Аль(172) ЛаК(206) Себ(196) Джу(101) Айз(172) Лир(179)	3484515	Век(6195) Аль(10154) Фен(8108) Акс(11064) Оли(4773)		https://www.hero-wars.com?replay_id=1773421281214665473
13/03 17:35	150	11	61991077	3ve	626368	Аль(182) Айр(129) Фол(76) Кир(86) Гус(79) Чер(75)	3251494	Аль(11064) Акс(9428) Фен(9428) Оли(9428) Бис(4773)		https://www.hero-wars.com?replay_id=1773412536459236417
13/03 17:35	150	11	61991077	3ve	964772	Аль(182) Тея(94) Джу(181) Дан(192) Тес(148) Авр(168)	3120199	Акс(9428) Аль(11064) Фен(9428) Бис(4773) Оли(9428)		https://www.hero-wars.com?replay_id=1773412527011969771
13/03 17:35	150	11	61991077	3ve	917847	Хор(145) Фла(135) Кас(123) Хай(193) Айз(172) Эле(151)	2353749	Акс(9428) Хор(8518) Аль(11064) Мар(6414) Оли(9428)		https://www.hero-wars.com?replay_id=1773412516534984834
13/03 17:34	150	11	61991077	3ve	1059545	Хор(145) Эйд(156) ЛаК(215) Себ(172) Ясм(188) Лир(183)	3185608	Хор(8518) Век(6940) Аль(11064) Каи(6074) Фен(9428)		https://www.hero-wars.com?replay_id=1773412490586530134
13/03 16:15	150	11	61883387	FEDOR	573998	Аль(156) Крн(80) Йор(84) Гус(98) Ара(80) Чер(75)	1202884	Оли(9428) Акс(11064) Хор(11064) Аль(9692) Фен(9428)		https://www.hero-wars.com?replay_id=1773407749270860896
13/03 16:15	150	11	61883387	FEDOR	936729	Аль(156) Себ(184) Джу(137) Дан(200) Три(91) Аст(169)	2293328	Аль(9692) Фен(9428) Каи(11064) ### Акс(11064)		https://www.hero-wars.com?replay_id=1773407719083898540
13/03 15:44	150	11	47866200	Алый Стервь	850211	Хор(159) Себ(138) Джу(101) Айз(113) Исм(170) Лир(169)	432352	Аль(11064) Век(4143) Акс(6664) Фен(5314) Оли(6136)		https://www.hero-wars.com?replay_id=1773405889010016763
13/03 15:43	150	11	47866200	Алый Стервь	842004	Хор(159) Айр(155) Фла(90) Хай(158) Ами(118) Авр(162)	1569056	Оли(6136) Хор(9720) Аль(11064) Акс(6664) Каи(11064)		https://www.hero-wars.com?replay_id=1773405827454670705
13/03 15:42	150	11	47866200	Алый Стервь	916020	Хор(159) Баб(82) Дор(141) Авг(176) Ори(186) Неб(171)	15378933	Акс(6664) Мер(9428) Аль(11064) Хор(9720) Каи(11064)		https://www.hero-wars.com?replay_id=1773405776646472036
13/03 13:29	150	11	61882212	Оди	1127374	Аль(182) ЛаК(212) Себ(195) Джу(178) Айз(177) Лир(183)	3601292	Век(9832) Фен(7804) Аль(11064) Оли(11064) Бис(7859)		https://www.hero-wars.com?replay_id=1773397751025707116
13/03 12:58	150	11	61882154	Виларт	1050835	Акс(182) ЛаК(190) Себ(182) Джу(169) Айз(144) Лир(183)	21271757	Век(9498) Аль(6244) Фен(4701) Акс(11064) Оли(6066)		https://www.hero-wars.com?replay_id=1773395916396331122
13/03 12:49	150	11	61991077	3ve	970491	Мер(127) Баб(163) Дор(130) Авг(182) Ори(180) Неб(189)	35949254	Оли(9428) Акс(9428) Аль(11064) Мар(6414) Каи(6074)		https://www.hero-wars.com?replay_id=1773395364559850674
13/03 10:56	150	11	61882204	Лапочка	870882	Аль(182) Фаф(148) Дже(88) Неб(164) Дан(196) Чер(93)	1584150	Оли(8382) Акс(6894) ### Каи(10154) Фен(8518)		https://www.hero-wars.com?replay_id=1773388569945239095
13/03 10:49	150	11	61882204	Лапочка	817387	Аль(182) Дор(82) Фол(89) Ясм(202) Гал(79) Авр(184)	2273264	Акс(6894) Бис(5766) Аль(11064) Оли(8382) Каи(10154)		https://www.hero-wars.com?replay_id=1773388155619309474
13/03 10:42	150	11	61882204	Лапочка	733906	Аль(182) Авг(95) Ори(138) Фла(144) Кас(82) Эле(94)	2570132	Аль(11064) Акс(6894) Хор(5766) Бис(5766) Оли(8382)		https://www.hero-wars.com?replay_id=1773387752202548469
13/03 10:38	150	11	61882196	Wren	755406	Аль(182) Фаф(170) Дан(203) Чер(75) Гал(67) Руф(59)	1281488	Оли(4993) Каи(11064) Фен(10154) Аль(11064) Акс(11064)		https://www.hero-wars.com?replay_id=1773387505635935321
13/03 10:35	150	11	61882196	Wren	1006077	Аль(182) Дже(144) Хай(202) Цин(91) Исм(192) Авр(195)	2786249	Акс(11064) Аль(11064) Каи(11064) Мар(5419) Оли(4993)		https://www.hero-wars.com?replay_id=1773387347336305609
13/03 10:34	150	11	61882204	Лапочка	1001679	Аль(182) Баб(165) ЛаК(197) Себ(163) Айз(111) Лир(184)	4612020	Оли(8382) Мар(5419) Аль(11064) Акс(6894) Фен(8518)		https://www.hero-wars.com?replay_id=1773387256789825667
13/03 10:32	150	11	61882196	Wren	1054661	Аль(182) ЛаК(207) Себ(197) Джу(116) Айз(180) Лир(173)	2537680	Век(5766) Аль(11064) Фен(10154) Оли(4993) Бис(4773)		https://www.hero-wars.com?replay_id=1773387159519092785
13/03 10:15	150	11	61882204	Лапочка	569120	Аль(182) Эйд(165) Мор(52) Муш(63) Руф(37) Крв(70)	13712323	Хор(5766) Акс(6894) Оли(8382) Бис(5766) Аль(11064)		https://www.hero-wars.com?replay_id=1773386100963633335
13/03 10:04	150	11	62044999	Пунь Пунь	632288	Аль(182) Фаф(79) Пол(74) Авг(88) Сат(110) Руф(99)	877971	Оли(9204) Мар(4576) Аль(11064) Акс(6228) Бис(4543)		https://www.hero-wars.com?replay_id=1773385475405843616
13/03 10:02	150	11	62044999	Пунь Пунь	894611	Аль(182) Кас(80) Йор(95) Ами(187) Ясм(204) Кей(146)	1856195	Хор(9456) Оли(9204) Акс(6228) Каи(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1773385344626474289
13/03 09:58	150	11	62044999	Пунь Пунь	996612	Аль(182) Фла(153) Хай(204) Сел(195) Аст(191) Эле(72)	4949503	Акс(6228) Аль(11064) Хор(9456) Оли(9204) Бис(4543)		https://www.hero-wars.com?replay_id=1773385106136654798
13/03 09:56	150	11	62070560	iCool	594651	Аль(172) Эйд(70) Мод(70) Гус(92) Май(69) Чер(122)	907407	Хор(10154) Мер(11064) Фен(4836) Акс(10154) Оли(8880)		https://www.hero-wars.com?replay_id=1773384997504065056
13/03 09:55	150	11	62070560	iCool	885614	Аль(172) Джу(145) Сел(116) Ара(121) Ясм(190) Эле(142)	1748210	Век(4773) Мер(11064) Мар(5766) Каи(8518) Оли(8880)		https://www.hero-wars.com?replay_id=1773384941607763547
13/03 09:54	150	11	62070560	iCool	888368	Аль(172) ЛаК(107) Себ(119) Дан(193) Лир(110) Аст(189)	568786	Век(4773) Аль(10154) Каи(8518) Фен(4836) Оли(8880)		https://www.hero-wars.com?replay_id=1773384877630724071
13/03 09:54	150	11	62070560	iCool	743663	Аль(172) Фла(121) Кас(155) Хай(109) Руф(108) Авр(79)	3782350	Мер(11064) Хор(10154) Аль(10154) Оли(8880) Каи(8518)		https://www.hero-wars.com?replay_id=1773384843452227734
13/03 09:52	150	11	62070560	iCool	1050281	Аль(172) Баб(139) Дор(176) Авг(185) Ори(204) Неб(174)	19430555	Оли(8880) Акс(10154) Аль(10154) Мер(11064) Каи(8518)		https://www.hero-wars.com?replay_id=1773384763999753754
13/03 09:45	150	11	62044999	Пунь Пунь	1059353	Аль(182) ЛаК(199) Себ(200) Джу(144) Айз(151) Лир(183)	2582511	Фен(10154) Аль(11064) Век(6841) Мар(4576) Оли(9204)		https://www.hero-wars.com?replay_id=1773384351405049081
13/03 09:41	150	11	62070658	Дед Максим	563664	Аль(182) Пеп(82) Айр(58) Гус(78) Цин(95) Гал(68)	560204	Акс(9428) Бис(8382) Фен(8518) Аль(11064) Оли(8518)		https://www.hero-wars.com?replay_id=1773384109109164234
