date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
03/08 00:36	160	32	61882156	3.14_ZDETS	1152313	Аль(182) Крн(185) Себ(200) Джу(199) Айз(192) Лир(194)	16566316	Бис(11064) Аль(11064) Век(11064) Оли(11064) Фен(11064)		https://www.hero-wars.com?replay_id=1785706586394883264	
03/08 00:32	160	32	62044999	Пунь Пунь	1149344	Аль(182) Фла(185) Хай(205) Ами(199) Сел(199) Эле(179)	12147067	Мер(9018) Аль(11064) Оли(10800) Хор(11064) Акс(7532)		https://www.hero-wars.com?replay_id=1785706349409965473	
03/08 00:19	160	32	62044999	Пунь Пунь	957798	Мер(144) Баб(153) Дор(72) Авг(185) Ори(201) Неб(203)	27885907	Акс(7532)  ###  Аль(11064) Мер(9018) Каи(11064)		https://www.hero-wars.com?replay_id=1785705563550101569	
02/08 23:55	160	32	62084540	SVAROG	1201500	Акс(182) ЛаК(227) Ада(190) Джу(198) Лир(198) Гал(206)	11352440	Век(11064) Каи(11064) Фен(11064) Оли(11064) Бис(11064)		https://www.hero-wars.com?replay_id=1785704146194480852	
02/08 23:50	160	32	62138549	YaElf	1095449	Аль(182) Эйд(189) Бир(169) Мор(167) Муш(193) Крв(196)	50737447	Хор(9484) Мер(7591) Оли(11064) Акс(6922) Аль(11064)		https://www.hero-wars.com?replay_id=1785703852102825774	
02/08 23:49	160	32	61882156	3.14_ZDETS	1096467	Мер(174) Баб(175) Дор(149) Авг(192) Ори(204) Неб(202)	49241522	Акс(11064) Мер(11064) Аль(11064) Хор(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1785703794227645404	
02/08 23:46	160	32	62138549	YaElf	1060714	Мер(123) Баб(193) Дор(158) Авг(188) Ори(199) Неб(199)	60748540	Оли(11064) Мер(7591) Аль(11064) Мар(5809) Каи(9579)		https://www.hero-wars.com?replay_id=1785703606213130697	
02/08 23:42	160	32	62138549	YaElf	1096772	Аль(182) Крн(180) Себ(198) Айз(181) Чер(172) Лир(183)	20224332	Бис(9428) Аль(11064) Акс(6922) Оли(11064) Фен(7021)		https://www.hero-wars.com?replay_id=1785703357912218400	
02/08 23:18	160	32	62044906	ГошаПукаетВкозу	1024036	Аль(182) Пол(176) Эйд(174) Йор(183) Сат(102) Исм(207)	1586253	Хор(11064) Мер(6096) Акс(11064) Бис(6894) Оли(11064)		https://www.hero-wars.com?replay_id=1785701897616180217	
02/08 23:14	160	32	62044906	ГошаПукаетВкозу	1024667	Аль(182) Ада(153) Джу(106) Дан(201) Лир(188) Аст(195)	4804934	Век(8546) Аль(11064) Фен(9470) Оли(11064) Акс(11064)		https://www.hero-wars.com?replay_id=1785701688338713167	
02/08 23:06	160	32	62084537	Фартовый	1155452	Акс(182) ЛаК(218) Ада(180) Джу(189) Лир(187) Гал(199)	8604191	Век(11064) Каи(10154) Аль(11064) Оли(11064) Фен(10154)		https://www.hero-wars.com?replay_id=1785701165972074767	
02/08 23:02	160	32	62044906	ГошаПукаетВкозу	1025222	Акс(182) ЛаК(214) Себ(200) Айз(190) Чер(78) Юли(161)	7100891	Век(8546) Аль(11064) Оли(11064) Фен(9470) Акс(11064)		https://www.hero-wars.com?replay_id=1785700947990975157	
02/08 22:53	160	32	62044906	ГошаПукаетВкозу	1102893	Акс(182) Фла(169) Хай(205) Ами(196) Ара(203) Руф(148)	13949229	Хор(11064) Аль(11064) Оли(11064) Мар(6484) Акс(11064)		https://www.hero-wars.com?replay_id=1785700439215981171	
02/08 22:41	160	32	62084537	Фартовый	1095773	Акс(182) Тея(98) Хай(205) Ами(202) Ара(204) Сат(204)	26527489	Мар(10154) Аль(11064) Оли(11064) Акс(11064) Мер(11064)		https://www.hero-wars.com?replay_id=1785699679398726272	
02/08 22:38	160	32	62092872	MEDVED	1045629	Аль(182) ЛаК(217) Ада(151) Йор(162) Ясм(152) Гал(180)	3177534	Век(11064) Каи(11064) Акс(11064) Аль(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1785699482667518957	
02/08 22:35	160	32	62138500	Diablo	1141196	Аль(182) Лиэ(201) Крн(190) Себ(202) Айз(175) Лир(191)	139022277	Акс(11064) Бис(11064) Аль(11064) Оли(11064) Фен(11064)		https://www.hero-wars.com?replay_id=1785699330943906800	
02/08 22:31	160	32	62092872	MEDVED	825708	Аль(182) Эйд(176) Бир(152) Гус(154) Муш(79) Крв(83)	11440827	Хор(11064) Мер(7062) Фен(8108) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1785699116514741110	
02/08 22:25	160	32	62084549	Тихая	752192	Аль(155) Тея(80) Крн(84) Йор(88) Исм(201) Эле(144)	844038	Мер(8518) Оли(8644)  ###  Фен(8518) Акс(9428)		https://www.hero-wars.com?replay_id=1785698750151601106	
02/08 22:24	160	32	62084549	Тихая	1038678	Аль(155) Эйд(188) ЛаК(214) Ада(158) Джу(129) Аст(193)	2511891	Хор(9439) Фен(8518) Век(8518) Аль(9428) Акс(9428)		https://www.hero-wars.com?replay_id=1785698696690907815	
02/08 22:24	160	32	62084540	SVAROG	1201730	Акс(182) Тея(193) Хай(208) Мод(202) Ами(202) Кри(213)	23791007	Мар(11064) Аль(11064) Мер(11064) Оли(11064) Бис(11064)		https://www.hero-wars.com?replay_id=1785698663588655060	
02/08 22:23	160	32	62084549	Тихая	1121505	Аль(155) Себ(200) Айз(186) Кир(197) Лир(186) Гал(198)	3835572	Аль(9428) Акс(9428) Век(8518) Оли(8644) Фен(8518)		https://www.hero-wars.com?replay_id=1785698592531449947	
02/08 22:22	160	32	62084549	Тихая	1071158	Аль(155) Айр(199) Фла(185) Кас(181) Бир(153) Кри(198)	6263258	Аль(9428) Акс(9428) Мер(8518) Бис(5766) Хор(9439)		https://www.hero-wars.com?replay_id=1785698528198982124	
02/08 22:21	160	32	62044906	ГошаПукаетВкозу	982699	Акс(182) Баб(124) Дор(75) Авг(195) Ори(204) Неб(202)	44307432	Акс(11064) Мер(6096) Аль(11064) Хор(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1785698498394412931	
02/08 22:19	160	32	62084549	Тихая	1068295	Мер(143) Баб(180) Дор(179) Авг(167) Ори(202) Неб(197)	41679485	Оли(8644) Акс(9428) Аль(9428) Мер(8518) Каи(5417)		https://www.hero-wars.com?replay_id=1785698396892112041	
02/08 22:16	160	32	62138500	Diablo	1138244	Аль(182) Эйд(194) Бир(181) Гус(179) Муш(201) Крв(201)	60358984	Хор(11064) Мер(11064) Фен(11064) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1785698194408989918	
02/08 22:06	160	32	62138500	Diablo	1038610	Мер(182) Баб(142) Дор(109) Авг(194) Ори(206) Неб(205)	48301112	 ###   ###  Мер(11064) Хор(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1785697586315169139	
