date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
11/05 00:17	160	20	62044999	Пунь Пунь	1123972	Аль(182) ЛаК(203) Себ(200) Ясм(204) Лир(186) Кей(149)	921175	Фен(10154) Аль(11064) Каи(11064) Оли(10380) Бис(4773)		https://www.hero-wars.com?replay_id=1778447820954339731	
11/05 00:16	160	20	61882156	3.14_ZDETS	1082357	Мер(171) Баб(165) Дор(153) Авг(189) Ори(203) Неб(202)	15156429	Акс(11064) Мер(11064) Аль(11064) Хор(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1778447819154875800	
11/05 00:15	160	20	62044999	Пунь Пунь	970666	Оли(160) Эйд(184) Фла(175) Хай(205) Руф(101) Эле(146)	1787998	Мер(5127) Хор(9582) Аль(11064) Бис(4773) Оли(10380)		https://www.hero-wars.com?replay_id=1778447747120329541	
11/05 00:08	160	20	62072200	Пух	1128704	Аль(182) Крн(184) Себ(203) Айз(159) Чер(197) Три(203)	2020633	Акс(9428) Аль(11064) Оли(11064) Бис(11064) Фен(11064)		https://www.hero-wars.com?replay_id=1778447282586181890	
11/05 00:05	160	20	62072200	Пух	1061191	Аль(182) Фла(185) Хай(203) Сел(194) Руф(120) Эле(177)	10323801	Мер(9428) Аль(11064) Бис(11064) Акс(9428) Оли(11064)		https://www.hero-wars.com?replay_id=1778447149446428108	
11/05 00:04	160	20	62072200	Пух	1171369	Аль(182) ЛаК(215) Джу(194) Цин(206) Лир(187) Гал(188)	6015834	Век(5683) Аль(11064) Каи(11064) Фен(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1778447068418493054	
11/05 00:01	160	20	62072200	Пух	1019153	Мер(155) Баб(192) Дор(78) Авг(188) Ори(202) Неб(204)	34212657	Оли(11064) Акс(9428) Аль(11064) Мар(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1778446900859430510	
10/05 23:59	160	20	62072200	Пух	1038055	Аль(182) Эйд(183) Бир(160) Мор(176) Муш(160) Крв(177)	29720452	Мер(9428) Бис(11064) Акс(9428) Оли(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1778446794050364839	
10/05 23:32	160	20	62084537	Фартовый	1046449	Мер(162) Тея(93) Сел(199) Сат(204) Эле(188) Авр(200)	1197298	Мар(8108) Мер(11064) Хор(11064) Бис(8518) Оли(11064)		https://www.hero-wars.com?replay_id=1778445170910274226	
10/05 23:30	160	20	62084537	Фартовый	1083973	Акс(182) Фол(101) Кас(194) Неб(195) Кри(210) Ара(202)	1887256	Акс(11064) Мер(11064) Каи(10154) Хор(11064) Мар(8108)		https://www.hero-wars.com?replay_id=1778445044901990041	
10/05 23:25	160	20	62084537	Фартовый	939209	Аль(182) Эйд(190) Бир(151) Гус(176) Муш(99) Крв(141)	31669298	Хор(11064) Мер(11064) Фен(8382) Оли(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1778444740394281138	
