date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
01/03 18:08	160	9	62072200	Пух	1166666	Аль(182) ЛаК(218) Джу(189) Цин(204) Лир(186) Гал(188)	3892606	Фен(11064) Век(5683) Каи(11064) Бис(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1772377698849783806	
01/03 18:06	160	9	62072200	Пух	1125779	Аль(182) Крн(186) Себ(203) Айз(157) Чер(196) Три(202)	19249406	Бис(11064) Аль(11064) Акс(9428) Оли(11064) Фен(11064)		https://www.hero-wars.com?replay_id=1772377560650186064	
01/03 17:44	160	9	61882246	Nergal	607216	Аль(182) Пол(99) Кас(86) Кир(84) Цин(75) Гал(82)	720932	Хор(9018) Мер(11064) Век(11064) Фен(6987) Аль(11064)		https://www.hero-wars.com?replay_id=1772376263368354113	
01/03 17:44	160	9	61882246	Nergal	866058	Аль(182) Фаф(147) Айз(170) Дан(148) Чер(118) Эле(102)	893835	Мар(4773) Оли(6676) Фен(6987) Бис(4773) Мер(11064)		https://www.hero-wars.com?replay_id=1772376252855008072	
01/03 17:44	160	9	61882246	Nergal	1105646	Аль(182) Эйд(183) ЛаК(197) Джу(163) Лир(188) Крв(193)	2340433	Мер(11064) Век(11064)  ###  Фен(6987) Аль(11064)		https://www.hero-wars.com?replay_id=1772376241425574165	
01/03 17:43	160	9	61882246	Nergal	1100859	Аль(182) Фла(167) Себ(189) Гус(158) Ясм(202) Исм(203)	2554494	Мер(11064) Оли(6676) Хор(9018) Аль(11064) Фен(6987)		https://www.hero-wars.com?replay_id=1772376229809704673	
01/03 17:42	160	9	61882246	Nergal	974196	Аль(182) Баб(182) Дор(44) Авг(181) Ори(200) Неб(185)	11052276	Акс(6676)  ###  Аль(11064) Мер(11064) Каи(5153)		https://www.hero-wars.com?replay_id=1772376156570321603	
01/03 17:37	160	9	61882250	Kamul27rus	535386	Аль(172) Фла(83) Кас(87) Мор(67) Аст(63) Эле(63)	1154090	Хор(6916) Мер(9945) Оли(8108) Акс(6473) Бис(5337)		https://www.hero-wars.com?replay_id=1772375868705910663	
01/03 17:37	160	9	61882250	Kamul27rus	819937	Аль(172) Эйд(146) Джу(154) Дан(141) Гус(103) Цин(104)	3106043	Мер(9945) Аль(10154) Каи(8108) Оли(8108) Фен(6484)		https://www.hero-wars.com?replay_id=1772375858946757872	
01/03 17:37	160	9	61882250	Kamul27rus	1044671	Аль(172) Тея(185) Айз(177) Чер(154) Лир(187) Гал(169)	752139	Мер(9945) Акс(6473) Фен(6484) Оли(8108) Аль(10154)		https://www.hero-wars.com?replay_id=1772375849439962593	
01/03 17:37	160	9	61882250	Kamul27rus	1152065	Аль(172) ЛаК(201) Себ(191) Ясм(199) Исм(200) Крв(189)	508154	Век(7624) Фен(6484) Аль(10154) Оли(8108) Бис(5337)		https://www.hero-wars.com?replay_id=1772375840101637326	
01/03 17:36	160	9	61882250	Kamul27rus	939362	Аль(172) Баб(156) Дор(46) Авг(172) Ори(199) Неб(194)	23592189	Акс(6473)  ###  Аль(10154) Мер(9945) Каи(8108)		https://www.hero-wars.com?replay_id=1772375772498390091	
01/03 14:04	160	9	61882233	2 718	635551	Акс(120) Фаф(95) Тея(47) Себ(162) Дан(167) Май(43)	34922	Оли(6894) Мар(3403) Аль(6908) Фен(8108) Акс(6894)		https://www.hero-wars.com?replay_id=1772363079107086299	
