date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
24/05 20:37	160	21	61882156	3.14_ZDETS	1082677	Акс(182) Баб(165) Дор(141) Авг(190) Ори(203) Неб(202)	8565787	Акс(11064)  ###  Аль(11064) Мер(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1779644220554010644
24/05 20:34	160	21	62084540	SVAROG	1212847	Аль(182) Айр(214) Хай(208) Ами(202) Сел(202) Авр(204)	6536046	Оли(11064) Аль(11064) Акс(11064) Мер(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1779644086179287618
24/05 20:30	160	21	62084540	SVAROG	1150626	Аль(182) Крн(192) Себ(203) Айз(165) Цин(204) Чер(204)	2898843	Акс(11064) Аль(11064)  ###  Каи(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1779643854673524099
24/05 20:28	160	21	62084540	SVAROG	1142103	Мер(182) Баб(164) Дор(189) Авг(194) Ори(207) Неб(205)	16640876	###  Акс(11064) Аль(11064) Хор(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1779643685157989448
24/05 20:21	160	21	62084540	SVAROG	1215519	Акс(182) ЛаК(224) Ясм(204) Три(212) Лир(191) Гал(202)	8920140	Век(11064) Каи(11064) Фен(11064) Оли(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1779643304747896223
24/05 20:17	160	21	62084540	SVAROG	1142979	Аль(182) Эйд(189) Бир(178) Мор(203) Муш(196) Крв(196)	51838867	Хор(11064) Бис(11064) Оли(11064) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1779643060615474545
24/05 19:05	160	21	61882233	2 718	619020	Акс(136) Гел(73) Кас(121) Хай(55) Руф(105) Эле(130)	714627	Мер(6908) Хор(7580) Каи(6030) Аль(8518) Акс(7818)		https://www.hero-wars.com?replay_id=1779638704509844865
24/05 19:02	160	21	61882233	2 718	801741	Акс(136) Фаф(120) Фла(134) Сел(73) Дан(174) Лир(164)	1232107	Мар(4773) Акс(7818) Хор(7580) Фен(8574) Оли(8108)		https://www.hero-wars.com?replay_id=1779638534727498317
24/05 18:29	160	21	62084537	Фартовый	1163579	Мер(162) Хай(205) Ами(193) Сел(199) Ара(202) Авр(202)	2364497	Аль(11064) Оли(11064) Хор(11064) Мар(8382) Каи(10154)		https://www.hero-wars.com?replay_id=1779636579278552024
24/05 18:27	160	21	62084537	Фартовый	1064584	Акс(182) ЛаК(218) Цин(90) Исм(195) Лир(181) Гал(198)	803854	Век(11064) Каи(10154) Мар(8382) Оли(11064) Фен(8382)		https://www.hero-wars.com?replay_id=1779636469259220347
