date time	level	week	attacker id	att name	att power	att team	damage	attacker patronage	comment	replay
24/05 18:25	160	21	62084537	Фартовый	1092668	Мер(162) Баб(162) Дор(179) Авг(192) Ори(202) Неб(195)	43216526	###  Акс(11064) Аль(11064) Мар(8382) Каи(10154)		https://www.hero-wars.com?replay_id=1779636356254495225
24/05 18:22	160	21	62084537	Фартовый	1021899	Аль(182) Крн(104) Себ(194) Айз(155) Чер(186) Три(200)	2586122	Акс(11064) Аль(11064)  ###  Оли(11064) Фен(8382)		https://www.hero-wars.com?replay_id=1779636157270615029
24/05 18:19	160	21	62084537	Фартовый	866000	Аль(182) Эйд(190) Бир(150) Мор(106) Муш(97) Крв(141)	1868241	Хор(11064) Бис(9568) Оли(11064) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1779635993867157462
24/05 18:00	160	21	61882250	Kamul27rus	718635	Мер(182) Пол(71) Кас(88) Джу(157) Гус(104) Цин(116)	501205	Хор(7028) Мер(11064) Аль(11064) Оли(9456) Каи(9018)		https://www.hero-wars.com?replay_id=1779634818786156145
24/05 17:59	160	21	61882250	Kamul27rus	1040050	Аль(182) Фаф(157) Фла(178) Дан(173) Чер(177) Эле(173)	2917746	Мар(4043) Мер(11064) Каи(9018) Оли(9456) Акс(8009)		https://www.hero-wars.com?replay_id=1779634773395024947
24/05 17:58	160	21	61882250	Kamul27rus	1114678	Аль(182) Эйд(174) Себ(197) Айз(180) Лир(189) Крв(193)	3580250	Мер(11064) Аль(11064) Акс(8009) Фен(7000) Оли(9456)		https://www.hero-wars.com?replay_id=1779634726951692145
24/05 17:58	160	21	61882250	Kamul27rus	1177369	Аль(182) Тея(191) ЛаК(201) Ясм(203) Исм(207) Гал(194)	2660729	Мер(11064) Век(7624) Аль(11064) Оли(9456) Фен(7000)		https://www.hero-wars.com?replay_id=1779634685035256968
24/05 17:55	160	21	61882154	Виларт	1082324	Акс(182) Фаф(130) ЛаК(200) Исм(200) Лир(185) Аст(185)	141902	Мар(5252) Век(9498) Оли(6066) Бис(8382) Акс(11064)		https://www.hero-wars.com?replay_id=1779634531382280522
24/05 17:53	160	21	61882154	Виларт	1017329	Акс(182) Дже(141) Йор(175) Себ(187) Джу(176) Айз(156)	243525	Каи(4773) Акс(11064) Аль(8518) Век(9498) Оли(6066)		https://www.hero-wars.com?replay_id=1779634429235484540
24/05 17:50	160	21	61882168	Тема	769973	Аль(153) Фаф(131) Тея(125) ЛаК(182) Кас(68) Эле(111)	610393	###  Мар(7868) Фен(3973) Акс(9428) Оли(9890)		https://www.hero-wars.com?replay_id=1779634258633177338
24/05 17:49	160	21	61882168	Тема	775710	Аль(153) Джу(140) Дан(193) Исм(58) Лир(171) Гал(60)	2884594	Аль(9428) Каи(9428) Мар(7868) Фен(3973) Оли(9890)		https://www.hero-wars.com?replay_id=1779634170779578429
24/05 17:46	160	21	61882168	Тема	632863	Аль(153) Крн(59) Себ(175) Айз(131) Чер(69) Три(45)	1283423	Акс(9428) Аль(9428)  ###  Оли(9890) Фен(3973)		https://www.hero-wars.com?replay_id=1779633985522401763
24/05 17:05	160	21	61882250	Kamul27rus	982868	Мер(182) Баб(178) Дор(46) Авг(181) Ори(200) Неб(196)	42476862	Акс(8009)  ###  Аль(11064) Мер(11064) Каи(9018)		https://www.hero-wars.com?replay_id=1779631530067498457
24/05 11:43	160	21	61882154	Виларт	1008027	Акс(182) Без(151) Лар(150) Фла(151) Кри(181) Сат(193)	455085	Мар(5252) Бис(8382) Мер(6220) Хор(10154) Акс(11064)		https://www.hero-wars.com?replay_id=1779612185544270820
24/05 11:40	160	21	61882154	Виларт	675451	Акс(182) Эйд(152) Бир(117) Гус(92) Муш(80) Крв(51)	1331948	Мер(6220) Акс(11064) Хор(10154) Оли(6066) Аль(8518)		https://www.hero-wars.com?replay_id=1779612041150507744
24/05 11:36	160	21	61882154	Виларт	890488	Мер(108) Баб(135) Дор(79) Авг(185) Ори(194) Неб(189)	21382766	###  ###  Аль(8518) Хор(10154) Каи(4773)		https://www.hero-wars.com?replay_id=1779611782762609126
24/05 00:02	160	21	62092872	MEDVED	914919	Аль(182) Айр(107) Гус(152) Ара(112) Три(158) Авр(203)	1846410	Оли(11064) Акс(11064) Аль(11064) Фен(7006) Каи(11064)		https://www.hero-wars.com?replay_id=1779570140801613123
24/05 00:02	160	21	62092872	MEDVED	1085174	Аль(182) Фаф(146) ЛаК(213) Джу(166) Дан(200) Гал(179)	1987040	Оли(11064) Век(11064) Фен(7006) Каи(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1779570120912022373
24/05 00:01	160	21	62092872	MEDVED	1022059	Аль(182) Эйд(175) Фла(170) Йор(157) Сел(173) Эле(166)	2799338	Аль(11064) Бис(11064) Оли(11064) Хор(11064) Мер(5876)		https://www.hero-wars.com?replay_id=1779570106738942633
24/05 00:01	160	21	62092872	MEDVED	1047789	Аль(182) Баб(155) Дор(129) Авг(185) Ори(192) Неб(205)	9305956	Оли(11064) Мер(5876) Аль(11064) Акс(11064) Каи(11064)		https://www.hero-wars.com?replay_id=1779570069387014309
23/05 23:58	160	21	62092872	MEDVED	1087159	Аль(182) Крн(193) Себ(203) Айз(184) Чер(150) Лир(175)	21505631	Бис(11064) Аль(11064) Акс(11064) Оли(11064) Фен(7006)		https://www.hero-wars.com?replay_id=1779569935769275736
23/05 23:23	160	21	62138549	YaElf	885619	Мер(118) Фла(163) Кас(180) Бир(122) Сел(123) Эле(180)	1182767	Хор(9428) Мер(6894) Акс(6894) Бис(5766) Оли(9481)		https://www.hero-wars.com?replay_id=1779567801601717868
23/05 23:20	160	21	62138549	YaElf	985032	Аль(182) Джу(198) Кир(115) Дан(199) Гус(143) Исм(148)	3017578	Аль(11064) Век(10154) Каи(8669) Фен(6988) Оли(9481)		https://www.hero-wars.com?replay_id=1779567607851022827
23/05 23:14	160	21	62138549	YaElf	1026913	Аль(182) Эйд(188) Мор(133) Муш(189) Руф(142) Крв(194)	23049114	Хор(9428) Акс(6894) Оли(9481) Бис(5766) Аль(11064)		https://www.hero-wars.com?replay_id=1779567247416614756
23/05 23:11	160	21	62138549	YaElf	1059043	Аль(182) Крн(153) Себ(198) Айз(181) Чер(162) Лир(183)	14441197	Бис(5766) Аль(11064) Акс(6894) Оли(9481) Фен(6988)		https://www.hero-wars.com?replay_id=1779567072354156138
23/05 23:06	160	21	62138549	YaElf	1050315	Мер(118) Баб(191) Дор(158) Авг(185) Ори(201) Неб(198)	41843624	Оли(9481) Акс(6894) Аль(11064) Хор(9428) Каи(8669)		https://www.hero-wars.com?replay_id=1779566788988862667
23/05 21:37	160	21	61882246	Nergal	886251	Аль(182) Фла(171) Кас(120) Мор(90) Дан(157) Эле(165)	2404427	Мер(11064) Хор(11064) Оли(6698) Фен(7846) Акс(10014)		https://www.hero-wars.com?replay_id=1779561425504063718
23/05 21:36	160	21	61882246	Nergal	1144828	Аль(182) Фаф(185) ЛаК(197) Джу(173) Ясм(203) Исм(205)	1580457	Оли(6698) Век(11064)  ###  Аль(11064) Фен(7846)		https://www.hero-wars.com?replay_id=1779561381912892567
23/05 16:13	160	21	62084805	Souffle	1028082	Аль(182) Джу(139) Дан(192) Гус(170) Три(186) Тес(159)	2347677	Аль(11064) Фен(6894) Акс(11064)  ###  Оли(8685)		https://www.hero-wars.com?replay_id=1779542031743725353
23/05 16:13	160	21	62084805	Souffle	1090267	Аль(182) Фаф(181) Хай(201) Айз(149) Ясм(188) Кей(189)	6593432	Оли(8685) Аль(11064) Акс(11064) Каи(7153) Бис(6894)		https://www.hero-wars.com?replay_id=1779541996731347569
23/05 16:12	160	21	62084805	Souffle	1159655	Аль(182) Эйд(188) ЛаК(206) Себ(198) Исм(200) Лир(186)	825306	Хор(11064) Век(6916) Аль(11064) Фен(6894) Оли(8685)		https://www.hero-wars.com?replay_id=1779541967492463663
23/05 16:12	160	21	62084805	Souffle	925626	Аль(182) Айр(148) Фла(172) Кас(165) Бир(136) Кри(123)	1698204	Аль(11064) Акс(11064) Хор(11064) Бис(6894) Мер(9428)		https://www.hero-wars.com?replay_id=1779541947754366756
23/05 16:11	160	21	62084805	Souffle	998317	Аль(182) Дор(119) Авг(185) Ори(200) Сел(142) Эле(170)	1345234	Мер(9428) Аль(11064) Хор(11064) Акс(11064) Оли(8685)		https://www.hero-wars.com?replay_id=1779541869703051658
23/05 15:42	160	21	61882137	G_G	1108803	Хор(175) Пол(176) Фла(171) Кас(189) Ами(199) Кри(198)	1293257	Мар(6486) Акс(9804) Мер(7396) Оли(9428) Хор(9817)		https://www.hero-wars.com?replay_id=1779540130656657105
23/05 15:41	160	21	61991077	3ve	1064832	Аль(182) Баб(163) Дор(140) Авг(194) Ори(195) Неб(191)	40346826	Оли(9428) Акс(9428) Аль(11064) Мер(9439) Каи(6074)		https://www.hero-wars.com?replay_id=1779540109444371446
23/05 15:41	160	21	61882137	G_G	1058988	Акс(175) Себ(200) Айз(166) Гус(164) Кей(167) Юли(186)	1226235	Аль(11064) Оли(9428) Хор(9817) Бис(6622) Акс(9804)		https://www.hero-wars.com?replay_id=1779540085996252691
23/05 15:39	160	21	61882137	G_G	1085440	Акс(175) Баб(145) Дор(174) Авг(188) Ори(202) Неб(201)	24081244	###  Акс(9804) Аль(11064) Хор(9817) Каи(9428)		https://www.hero-wars.com?replay_id=1779539995707837279
23/05 15:22	160	21	61882246	Nergal	901815	Оли(110) Тея(101) Себ(197) Айз(182) Чер(123) Лир(190)	2004794	Мер(11064) Аль(11064) Акс(10014) Оли(6698) Фен(7846)		https://www.hero-wars.com?replay_id=1779538975057683670
23/05 15:18	160	21	61882246	Nergal	1000515	Мер(182) Баб(192) Дор(44) Авг(191) Ори(200) Неб(192)	42010396	Акс(10014)  ###  Аль(11064) Мер(11064) Каи(5153)		https://www.hero-wars.com?replay_id=1779538739555061001
23/05 15:14	160	21	61882246	Nergal	1066146	Аль(182) Эйд(184) Бир(178) Гус(164) Муш(163) Крв(195)	52345972	Хор(11064) Мер(11064) Фен(7846) Акс(10014) Аль(11064)		https://www.hero-wars.com?replay_id=1779538479829931138
23/05 11:52	160	21	62145280	Nata	1047445	Аль(182) Джу(181) Дан(202) Исм(165) Лир(186) Гал(131)	6021085	Аль(11064) Каи(9820) Мар(8868) Фен(11064) Оли(11064)		https://www.hero-wars.com?replay_id=1779526332836250219
23/05 11:46	160	21	62145280	Nata	1036694	Акс(175) Фла(171) Бир(159) Ами(174) Ара(176) Аль(181)	2783123	Хор(11064) Мер(11064) Оли(11064) Акс(9860) Бис(6894)		https://www.hero-wars.com?replay_id=1779525970466313767
23/05 11:28	160	21	62145280	Nata	1029185	Аль(182) Крн(172) Себ(201) Айз(173) Чер(146) Три(156)	13675915	Акс(9860) Аль(11064)  ###  Оли(11064) Фен(11064)		https://www.hero-wars.com?replay_id=1779524892099652772
23/05 11:23	160	21	62145280	Nata	1104173	Мер(182) Баб(176) Дор(144) Авг(195) Ори(204) Неб(202)	44310330	Оли(11064) Акс(9860) Аль(11064) Мар(8868) Каи(9820)		https://www.hero-wars.com?replay_id=1779524631339717969
23/05 11:17	160	21	62145280	Nata	997668	Аль(182) Эйд(185) Мор(136) Муш(180) Руф(131) Крв(183)	20679154	Мер(11064) Акс(9860) Оли(11064) Бис(6894) Аль(11064)		https://www.hero-wars.com?replay_id=1779524271668301224
23/05 11:08	160	21	62044999	Пунь Пунь	1070379	Аль(182) ЛаК(207) Джу(148) Ами(193) Аст(188) Эле(152)	4807217	Век(11064) Аль(11064) Акс(7394) Бис(5197) Оли(10380)		https://www.hero-wars.com?replay_id=1779523713704760572
23/05 11:03	160	21	62044999	Пунь Пунь	974822	Аль(182) Фла(176) Хай(205) Сел(196) Сат(115) Руф(101)	9832603	Хор(10212) Аль(11064) Акс(7394) Мер(6327) Бис(5197)		https://www.hero-wars.com?replay_id=1779523436804258164
23/05 11:00	160	21	62044999	Пунь Пунь	1070214	Аль(182) Себ(200) Айз(160) Ясм(204) Лир(181) Кей(143)	2376982	Аль(11064) Оли(10380) Каи(11064) Бис(5197)  ###		https://www.hero-wars.com?replay_id=1779523239898061909
23/05 10:49	160	21	62044999	Пунь Пунь	540782	Акс(118) Эйд(190) Бир(83) Гус(57) Муш(59) Крв(34)	2143894	Аль(11064) Мер(6327) Фен(10154) Оли(10380) Бис(5197)		https://www.hero-wars.com?replay_id=1779522547185072808
23/05 10:37	160	21	62044999	Пунь Пунь	887777	Мер(97) Баб(153) Дор(74) Авг(165) Ори(197) Неб(203)	18767064	Акс(7394) Мер(6327) Аль(11064) Хор(10212) Каи(11064)		https://www.hero-wars.com?replay_id=1779521825129849442
23/05 10:33	160	21	61882168	Тема	1030218	Аль(153) Баб(157) Дор(151) Авг(182) Ори(193) Неб(194)	1940728	###  ###  Аль(9428) Мер(4767) Каи(9428)		https://www.hero-wars.com?replay_id=1779521635562254368
23/05 09:44	160	21	61882177	Rom	985335	Мер(128) Гел(144) Кас(186) Сел(162) Кри(200) Эле(166)	366493	Мер(7804) Акс(7804) Бис(6894) Хор(9428) Оли(10154)		https://www.hero-wars.com?replay_id=1779518641088182011
23/05 09:42	160	21	61882177	Rom	918571	Аль(155) ЛаК(214) Айз(158) Ами(137) Чер(80) Лир(175)	2330987	Век(8108) Оли(10154) Акс(7804) Фен(6894) Бис(6894)		https://www.hero-wars.com?replay_id=1779518561855505833
23/05 07:52	160	21	61882177	Rom	971028	Аль(155) Фаф(114) Фла(136) Себ(193) Джу(175) Авр(198)	3381276	Оли(10154) Хор(9428) Аль(9428) Фен(6894) Каи(11064)		https://www.hero-wars.com?replay_id=1779511950140203768
23/05 06:27	160	21	62084554	VIKTOR	1040867	Аль(182) ЛаК(213) Фла(179) Кас(135) Йор(152) Эле(181)	3072766	Фен(8518) Хор(11064) Бис(8518) Акс(9428) Оли(8518)		https://www.hero-wars.com?replay_id=1779506824140599009
23/05 06:26	160	21	62084554	VIKTOR	1114505	Аль(182) Себ(176) Исм(196) Три(178) Лир(184) Гал(199)	1800633	Аль(11064) Мар(7936) Фен(8518) Оли(8518) Бис(8518)		https://www.hero-wars.com?replay_id=1779506783008942819
23/05 06:25	160	21	62084554	VIKTOR	630014	Мер(132) Айр(116) Фол(52) Ами(55) Кри(138) Чер(138)	898602	Аль(11064) Мер(6916) Акс(9428) Бис(8518) Оли(8518)		https://www.hero-wars.com?replay_id=1779506710267843432
23/05 06:23	160	21	62084554	VIKTOR	1126443	Аль(182) Баб(159) Дор(195) Авг(194) Ори(199) Неб(198)	15245923	Оли(8518) Акс(9428) Аль(11064) Мер(6916) Каи(9428)		https://www.hero-wars.com?replay_id=1779506616241570622
23/05 03:45	160	21	62082395	Винни	792852	Аль(155) ЛаК(120) Джу(162) Цин(89) Ясм(165) Гал(102)	3899525	Век(5766) Аль(8782) Каи(6894) Фен(9428) Оли(9006)		https://www.hero-wars.com?replay_id=1779497143875663403
23/05 03:32	160	21	62082395	Винни	993483	Мер(127) Баб(128) Дор(181) Авг(176) Ори(195) Неб(186)	28454620	Оли(9006) Акс(11064) Аль(8782) Мар(4773) Каи(6894)		https://www.hero-wars.com?replay_id=1779496362273260568
22/05 22:02	160	21	62138500	Diablo	1143073	Аль(182) Крн(190) Себ(201) Джу(196) Айз(175) Три(198)	28129091	Акс(11064) Аль(11064) Век(11064) Оли(11064) Фен(11064)		https://www.hero-wars.com?replay_id=1779476543782373816
22/05 21:52	160	21	62138500	Diablo	1126496	Аль(182) Эйд(194) Бир(181) Гус(179) Муш(191) Крв(199)	53428964	Хор(11064) Мер(11064) Фен(11064) Акс(11064) Аль(11064)		https://www.hero-wars.com?replay_id=1779475933575047557
22/05 21:51	160	21	61882212	Оди	1095838	Аль(182) ЛаК(214) Себ(200) Айз(180) Чер(136) Лир(184)	2897794	Век(11064) Аль(11064) Оли(11064) Фен(7804) Бис(9018)		https://www.hero-wars.com?replay_id=1779475889721821493
22/05 21:37	160	21	62138500	Diablo	1030499	Мер(182) Баб(136) Дор(109) Авг(192) Ори(206) Неб(205)	50631243	###  ###  Аль(11064) Мер(
